"docid"	"author"	"realname"	"pseudonym"	"gender"	"nationality"	"authordate"	"inferreddate"	"firstpub"	"latestcomp"	"allcopiesofwork"	"copiesin25yrs"	"enumcron"	"imprint"	"genres"	"subjects"	"shorttitle"	"category"	"hathiadvent"
"uc1.b4439362"	"Gallo, Philip"			"m"	"us"		1983	1983	1983	1	1		"Omaha|The University of Nebraska at Omaha, Abattoir Editions|1983."	"NotFiction"		"Some roses"	"notfiction"	"contemporary"
"uiuo.ark+=13960=t5q81zv8g"	"Walker, George"			"m"	"uk"	"1772-1847"	1803	1803	1803	3	3	"v.1"	"London;Printed for G. Walker, and T. Hurst, by Exton;1803."		"823W15D"	"Don Raphael"	"longfiction"	"contemporary"
"mdp.39015016414438"	"Martin, Sylvia Pass"			"f"	"uk"	"1913-"	1957	1957	1957	1	1		"New York|Harper|c1957"	"Fiction"	"Tussaud, Marie|Fiction|1761-1850"	"I, Madame Tussaud"	"longfiction"	"contemporary"
"uiuo.ark+=13960=t2z32gn5j"	"West"	"West, Jane"	"West, Mrs."	"f"	"uk"	"1758-1852"	1802	1802	1802	3	3	"v.1"	"London;Printed by A. Strahan, for T.N. Longman and O. Rees;1802."			"The infidel father"	"longfiction"	"contemporary"
"uiuo.ark+=13960=t8df7873r"	"Lytton, Rosina Bulwer Lytton, Baroness"			"f"	"uk"	"1802-1882"	1843	1843	1843	2	2	"v.2"	"London;E. Bull;1843."		"Fiction|1548-1587|Grand-Duchess, consort of Franceso Maria de' Medici, Grand-Duke of Tuscany|Bianca"	"Bianca Capello"	"longfiction"	"contemporary"
"nyp.33433082297213"	"Thoms, William John"			"m"	"uk"	"1803-1885."	1846	1846	1846	1	1		"New York;Wiley and Putnam, 161 Broadway;1846."	"Juvenile audience|Fiction"	"Heroes|Chivalry|England|Tales|Juvenile literature"	"Gammer Gurton's famous histories : of Sir Guy of Warwick, Sir Bevis of Hampton, Tom Hickathrift, Friar Bacon, Robin Hood, and the King and the cobbler"	"juvenile"	"contemporary"
"nyp.33433074859947"	"Anstey, F"	"Guthrie, Thomas Anstey"	"F. Anstey"	"m"	"uk"	"1856-1934."	1899	1898	1899	2	2		"New York;D. Appleton;1899."	"Fiction"		"Love among the lions : a matrimonial experience"	"longfiction"	"contemporary"
"njp.32101066381979"				"u"			1873	1873	1873	1	1		"Boston;American tract society;N[ew] Y[ork;Hurd and Houghton;1873."	"NotFiction"	"England|1832-1868|Poor|Women in charitable work|Jones, Agnes Elizabeth"	"Homes and hospitals: or, Two phases of woman's work, as exhibited in the labors of Amy Dutton and Agnes E. Jones"	"notfiction"	"contemporary"
"uiuo.ark+=13960=t80k2nk22"	"Burney, Sarah Harriet"			"f"	"uk"	"1772-1844."	1816	1816	1816	7	7	"v.2"	"London;H. Colburn;1816-1820."	"Fiction"		"Tales of fancy"	"longfiction"	"contemporary"
"uc1.b4104441"	"Ruffini, Giovanni"			"m"	"it"	"1807-1881."	1861	1855	1861	3	1		"Leipzig;B. Tauchnitz;1861."	"NotFiction"	"Italy|Fiction|History|Fiction|History"	"Doctor Antonio"	"longfiction"	"contemporary"
"uva.x030788126"	"Ellison, Edith Nicholl Bradley"			"f"	"us"		1908	1908	1908	1	1		"New York;Broadway publishing co.;c1908"	"NotFiction"		"The burnt-offering"	"longfiction"	"contemporary"
"mdp.39015027551335"	"Chute, Marchette"			"f"	"us"	"1909-1994."	1954	1954	1954	2	2		"New York|Dutton|1954."	"Juvenile audience|Fiction"	"London|Theater|Fiction|History|16th century"	"The wonderful winter"	"juvenile"	"contemporary"
"uiuo.ark+=13960=t1bk20n9n"	"Scargill, William Pitt"			"m"	"uk"	"1787-1836."	1828	1828	1828	3	3	"v.1"	"London;Hunt and Clarke;1828."			"Penelope, or, Love's labour lost"	"longfiction"	"contemporary"
"dul1.ark+=13960=t3126tf0n"	"Bird, Robert Montgomery"			"m"	"us"	"1806-1854."	1837	1837	1837	2	2	"v.1"	"Philadelphia;Carey, Lea & Blanchard;1837."			"Nick of the woods ="	"longfiction"	"contemporary"
"nyp.33433074870720"	1855			"m"	"us"	"1858-1916."	1899	1899	1899	2	2		"New York;Doubleday & McClure co.;1899."	"Fiction"		"Stories of the railroad, by John A. Hill"	"shortfiction"	"contemporary"
"mdp.39015014398153"	"Hunt, William Holman"			"m"	"uk"	"1827-1910."	1905	1905	1905	2	2	"v.1"	"New York;London;The Macmillan company;1905-06."	"NotFiction"	"Painters|Pre-Raphaelitism|Great Britain"	"Pre-Raphaelitism and the pre-Raphaelite brotherhood"	"notfiction"	"contemporary"
"osu.32435066780131"	"Carew, Jean"	"Corby, Jane"	"Carew, Jean"	"f"	"us"	"1899-"	1940	1940	1940	1	1		"New York|Arcadia House, Inc.|1940."	"Fiction"	"Fiction|Families|Death|Parents|Mothers and daughters"	"Sing no sad songs"	"longfiction"	"contemporary"
"nnc1.1002220156"	"Severance, Mark Sibley"			"m"	"us"	"1846-"	1878	1878	1878	2	2		"Boston;Houghton, Mifflin and Company;1883 [c1878"	"Fiction"		"Hammersmith: his Harvard days"	"notfiction"	"contemporary"
"nyp.33433069339749"	"M. Mignet, (François-Auguste-Marie-Alexis)"			"m"		"1796-1884."	1845	1845	1845	1	1	"v. 1"	"Paris;Firmin Didot fr??res [etc.;1845."	"NotFiction"	"1789-1815|History|Revolution, 1789-1799"	"Histoire de la révolution française, depuis 1789 jusqu'en 1814;"	"notfiction"	"contemporary"
"mdp.39015050558405"	"Junker, Karin Stensland"			"f"	"swe"	"c. 1916-2008"	1964	1964	1964	2	2		"New York|Abingdon Press|1964."	"NotFiction"	"Children with mental disabilities|Personal narratives"	"The child in the glass ball"	"longfiction"	"contemporary"
"uc1.31158005355168"	"Bjørnson, Bjørnstjerne"			"m"	"no"	"1832-1910."	1882	1869	1882	1	1	"v.2"	"New York;Doubleday, Page;c1882"	"NotFiction"		"Works of Björnstjerne Björnson"	"longfiction"	"contemporary"
"uiuo.ark+=13960=t08w42q2z"	"Spender, Lily"	"Spender, Lillian"		"f"	"uk"	"1835-1895"	1879	1879	1879	3	3	"v.3"	"London;Hurst and Blackett;1879."			"Godwyn's ordeal"	"longfiction"	"contemporary"
"mdp.39015051353996"	"Bradbury, Malcolm"			"m"	"uk"	"1932-2000."	1987	1987	1987	3	3		"London|Hutchinson|1987."	"Fiction"		"Cuts"	"longfiction"	"contemporary"
"nyp.33433081938411"	"Savage, William T, Mrs"			"f"			1865	1865	1865	1	1		"Boston;Loring;1865."	"Fiction"		"Miramichi"	"longfiction"	"contemporary"
"coo.31924013535061"	"Philips, F. C. (Francis Charles)"			"m"	"uk"	"1849-1921."	1914	1914	1914	1	1		"Leipzig;B. Tauchnitz;1914."	"NotFiction"		"Judas, the woman"	"longfiction"	"contemporary"
"nyp.33433076029788"	"Sedgwick, Catharine Maria"			"f"	"us"	"1789-1867."	1835	1835	1835	9	8	"v. 2"	"New York;Published by Harper & Brothers;1835."	"Bibliographies|Fiction"	"Domestic fiction|Revolution, 1775-1783|History|American loyalists|Fiction"	"The Linwoods : or, ""Sixty years since"" in America"	"longfiction"	"contemporary"
"mdp.39015063544467"	"Cox, Erle"			"m"	"au"	"1873-1950"	1928	1925	1928	2	1		"New York|Rae D. Henkie co., inc.|c1928"	"Fiction"		"Out of the silence, a novel"	"longfiction"	"contemporary"
"uc1.$b137477"	"Tutein, Peter"			"m"			1938	1938	1938	1	1		"New York|G.P. Putnam's sons|1938."	"NotFiction"		"The sealers"	"longfiction"	"contemporary"
"njp.32101067632651"	"Elder, William"			"m"		"1806-1885."	1854	1854	1854	1	1		"New York;J. C. Derby;Boston;Phillips, Sampson & Co.;Cincinnati;H. W. Derby;1854."	"Fiction"		"Periscopics: or, Current subjects extemporaneously treated"	"shortfiction"	"contemporary"
"mdp.39015073749023"				"u"			1823	1823	1823	1	1	"v.33"	"London;Printed for C. and J. Rivington;1823."	"Fiction"	"English essays"	"Observer"	"notfiction"	"contemporary"
"mdp.39015055478666"	"Zafris, Nancy"			"f"	"us"		2002	2002	2002	1	1		"New York|BlueHen Books|2002."	"Fiction"	"Family-owned business enterprises|Fiction|Brothers and sisters|Scrap metal industry"	"The metal shredders"	"longfiction"	"contemporary"
"mdp.39015004847714"	"Carlyle, Thomas"	"Goethe, Johann Wolfgang von"		"m"		"1795-1881."	1871	1795	1871	3	3	"v.33"	"London;Chapman & Hall;1871-1874."	"NotFiction"		"Wilhelm Meister"	"longfiction"	"reprint"
"njp.32101066597434"	"Baring-Gould, S. (Sabine)"	"Baring-Gould, Sabine"		"m"	"uk"	"1834-1924."	1890	1889	1890	7	7	"v. 2"	"London;Methuen;1890."	"Fiction|NotFiction"		"Arminell, a social romance"	"longfiction"	"contemporary"
"uc1.32106001624003"	"Mishima, Yukio"	"Hiraoka, Kimitake"	"Mishima, Yukio"	"m"	"jp"	"1925-1970."	1959	1956	1959	5	5		"New York|Knopf|1959."	"Fiction"	"Temples, Buddhist|Young men|Fiction|Arson"	"The temple of the golden pavilion"	"longfiction"	"contemporary"
"nyp.33433076022254"	"Southworth, Emma Dorothy Eliza Nevitte"			"f"	"us"	"1819-1899."	1860	1860	1860	1	1		"Philadelphia;T.B. Peterson;c1860"	"Fiction"	"American fiction"	"The mother-in-law. A tale of domestic life"	"longfiction"	"contemporary"
"nyp.33433074814975"	"White, J. J. (Joseph James)"			"m"	"us"	"1888-"	1915	1915	1915	1	1		"Chicago;The Howell Company;1915."	"NotFiction"	"Ford automobile"	"Funabout Fords"	"notfiction"	"contemporary"
"njp.32101038171995"	"Ireland, W. H. (William Henry)"	"Ireland, William Henry"		"m"	"uk"	"1777-1835."	1807	1807	1807	1	1		"London;Printed by J. Smeeton, for Mathews and Leigh;1807."	"Fiction"	"Politics and government|All the talents|Anecdotes, facetiae, satire, etc|Political satire, English|Barrett, Eaton Stannard|1800-1837|1786-1820"	"All the blocks! : or, an antidote to 'All the talents'. A satirical poem in three dialogues"	"notfiction"	"contemporary"
"uc1.b2832376"	"Target, G. W. (George William)"	"Target, George William"		"m"	"uk"	"1924-2005"	1966	1966	1966	1	1		"London|G. Duckworth|1966."	"Fiction"		"The scientists : a novel"	"longfiction"	"contemporary"
"mdp.39015057013693"	"Conrad, Earl"			"m"	"us"	"1912-1986"	1968	1968	1968	1	1		"New York|Modern Literary Editions Pub. Co.|c1968."	"Fiction"	"Overpopulation|Fiction|Cannibalism"	"The Da Vinci machine : tales of the population explosion"	"shortfiction"	"contemporary"
"uc1.$b56572"	"Fletcher, Inglis"			"f"	"us"	"1879-1969."	1940	1940	1940	1	1		"Indianapolis|New York|Bobbs-Merrill Co.|c1940"	"Fiction"	"Fiction|History"	"Raleigh's Eden, a novel"	"longfiction"	"contemporary"
"njp.32101075727980"				"u"			1840	1840	1840	1	1	"vol. 12"	"London;Printed for the Percy society by C. Richards;1840-1852."	"Fiction"	"English poetry|Early modern, 1500-1700|English literature"	"Early English poetry, ballads and popular literature of the middle ages"	"poetry"	"contemporary"
"uiuo.ark+=13960=t1vd7jt2z"	"Holstein, Anthony Frederick"			"m"			1810	1810	1810	4	4	"v.1"	"London;Printed at the Minerva Press, for A.K. Newman;1810."			"The miseries of an heiress"	"longfiction"	"contemporary"
"loc.ark+=13960=t3jw97s1n"	"Jeanrenaud, Henriette. [from old catalog]"			"f"			1908	1908	1908	1	1		"Chicago;A. C. McClurg & co.;1908."		"1187-1203|Duke of Brittany|Arthur"	"The Duke of Brittany;"	"juvenile"	"contemporary"
"mdp.39015072819769"	"Sinanian, John"			"m"	"us"		1969	1969	1969	1	1		"New York|Vantage Press|1969, [c1970"	"Fiction"	"France|Turkey|Fiction|Armée|Campaigns|Légion arménienne|World War, 1914-1918"	"This nation was not born to perish : a novel of the First World War"	"longfiction"	"contemporary"
"mdp.39015063933249"	"Lewis, Alfred Henry"			"m"	"us"	"1855-1914."	1902	1902	1902	4	4		"New York;Grosset & Dunlap;1902"	"Fiction|NotFiction"		"Wolfville nights"	"longfiction"	"contemporary"
"wu.89098017973"	"Currier, Sophronia"			"f"			1868	1868	1868	1	1		"Boston;E.P. Dutton;1868."	"NotFiction"		"Alice Tracy, or, Faint, yet pursuing : a sketch from real life"	"longfiction"	"contemporary"
"uc2.ark+=13960=t12n5208t"	"Pansy"	"Alden, Isabella MacDonald"	"Pansy"	"f"	"us"	"1841-1930."	1883	1883	1883	1	1		"Boston;Lothrop Pub. Co.;c1883."			"Ester Ried yet speaking"	"longfiction"	"contemporary"
"nyp.33433074865290"	"Jones, E. (Evan)"			"m"			1810	1810	1810	1	1		"London;A.K. Newman and Co.;1810."	"Fiction"		"The bard, or, The towers of Morven : a legendary tale"	"longfiction"	"contemporary"
"njp.32101068163326"	"Ainsworth, William Harrison"			"m"	"uk"	"1805-1882."	1897	1856	1882	1	1		"London;G. Routledge;1897?"	"Fiction"		"The spendthrift : a tale"	"longfiction"	"reprint"
"hvd.32044080933450"	"Hart, Julia Catherine Beckwith"			"f"	"ca"	"1796-1867."	1825	1825	1825	2	2		"Albany;Daniel Steele & Son;1825."	"Fiction|NotFiction"		"Tonnewonte; or, The adopted son of America. A tale, containing scenes from real life"	"longfiction"	"contemporary"
"mdp.39015000550791"	"Houghton, Claude"	"Oldfield, Claude Houghton"		"m"	"uk"	"1889-1961."	1944	1944	1944	1	1		"London|Collins|1944."	"Fiction"		"Passport to paradise"	"longfiction"	"contemporary"
"nyp.33433074927751"				"u"			1820	1752	1820	1	1	"v. 24 (Female Quixote; part 1)"	"London;s.n.;1820."	"NotFiction"	"English literature"	"The British novelists; with an essay, and prefaces, biographical and critical"	"longfiction"	"reprint"
"uiuo.ark+=13960=t2b85z60c"	"Austen, Jane"			"f"	"uk"	"1775-1817."	1818	1817	1817	21	5	"v. 4"	"London;John Murray, Albemarle-street;1818;(London;C. Roworth;T. Davison)"	"NotFiction|Novel|Bibliographies|Fiction|Romantic suspense novels|Autobiography|UnknownGenre"	"Ship captains|English literature|Fiction|Correspondence|19th century|Books and reading|Appreciation|Horror tales|Motherless families|England|Fiction|Social life and customs|Young women|1775-1817|Social life and customs|Austen, Jane|Rejection (Psychology)"	"Northanger Abbey"	"longfiction"	"contemporary"
"wu.89087921466"	"Arthur, T. S. (Timothy Shay)"			"m"	"us"	"1809-1885."	1852	1852	1852	3	3		"Boston;L.P. Crown & Co.;1853, [c1852;(Philadelphia;stereotyped by L. Johnson and Co.)"	"Fiction"		"True riches : or, Wealth without wings"	"longfiction"	"contemporary"
"nyp.33433082284526"	"Aimwell, Walter"	"Simonds, William"	"Aimwell, Walter"	"m"	"us"	"1822-1859."	1870	1859	1859	1	1		"Boston;Gould and Lincoln;1870."	"Juvenile audience|Fiction"	"Children's stories, American"	"Whistler; or, The manly boy"	"juvenile"	"contemporary"
"nyp.33433074855184"	"Galt, John"			"m"	"uk"	"1779-1839."	1830	1830	1830	15	15	"v. 2"	"London;H. Colburn and R. Bentley;1830."	"ContainsBiogMaterial|NotFiction|Fiction|Biography"	"1773-1863|Fiction|Fiction|Thorburn, Grant|History|History"	"Lawrie Todd; or, The settlers in the woods"	"longfiction"	"contemporary"
"uc2.ark+=13960=t2g739p3c"	"Fiske, Mary H"			"f"	"us"	"d. 1889"	1889	1889	1889	3	3		"New York;The New York dramatic mirror;1889."			"The Giddy Gusher papers"	"longfiction"	"contemporary"
"uiuo.ark+=13960=t63495d32"	"Linton, E. Lynn (Elizabeth Lynn)"	"Linton, Eliza Lynn"		"f"	"uk"	"1822-1898."	1881	1881	1881	5	5	"v.1"	"London;Chatto and Windus;1881."	"NotFiction"		"My love!"	"longfiction"	"contemporary"
"mdp.39015040642939"	"Gurney, A. R. (Albert Ramsdell)"	"Gurney Jr., Albert Ramsdell"		"m"	"us"	"1930-2017"	1984	1984	1984	1	1		"New York|Arbor House|c1984."	"Bibliographies|Fiction"	"Ethnic relations|Fiction"	"The Snow Ball"	"longfiction"	"contemporary"
"mdp.39015051324393"	"Bates, H. E. (Herbert Ernest)"	"Bates, Herbert Ernest"	"Flying Officer X"	"m"	"uk"	"1905-1974."	1952	1952	1952	2	2		"London|J.Cape|1952"	"Fiction|NotFiction"		"The stories of Flying Officer 'X'"	"shortfiction"	"contemporary"
"njp.32101067640787"				"m"	"uk"		1815	1815	1815	2	2	"v.3"	"London;Longman, Hurst, Rees, Orme, and Brown;1815."	"NotFiction"		"Sketches of character : or, Specimens of real life : a novel"	"longfiction"	"contemporary"
"hvd.32044009812777"	"Bowdich, Sarah"	"Lee, Sarah Bowdich"		"f"	"uk"	"1791-1856."	1841	1841	1841	1	1		"London;Ackermann and Co., 96, Strand, by appointment to Her Majesty, H.R.H. Prince Albert, the Queen Dowager, and the Duchess of Kent;1841;(Charles Wood, Printer, Poppin's Court, Fleet Street, London)."	"NotFiction"		"The juvenile album, or tales from far and near :"	"juvenile"	"contemporary"
"nyp.33433069247322"	"Fletcher, William"			"m"			1829	1829	1829	1	1		"New York;W. B. Gilley;1829."	"NotFiction"	"Grammar|English language"	"The little grammmarian; or, An easy guide to the parts of speech, and familiar illustrations of the leading rules of syntax: in a series of instructive and amusing tales"	"notfiction"	"contemporary"
"uc1.$b63766"	"Sherman, Ray W. (Ray Wesley)"			"m"		"1884-1971."	1944	1944	1944	1	1		"New York|Ives Washburn|1944."	"Fiction"		"The other Mahoney : a novel"	"longfiction"	"contemporary"
"inu.30000107494209"	"Okafor, Rose Chinwe"			"f"			2003	2003	2003	1	1		"Onitsha [Nigeria|Obison Printing Press|2003."	"Novel"		"The young and the old"	"longfiction"	"contemporary"
"mdp.39015005422327"	"Hamalian, Leo"			"m"	"us"	"1920-2003"	1958	1886	1958	1	1		"New York|Putnam|1958"	"Fiction"	"Fiction|Collections"	"Ten modern short novels"	"longfiction"	"reprint"
"uc2.ark+=13960=t3707zj06"	"Lytton, Edward Bulwer Lytton, Baron"			"m"	"uk"	"1803-1873."	1859	1841	1859	1	1	"v.18"	"Edinburgh;London;W. Blackwood and Sons;1859-1874."			"Novels of Sir Edward Bulwer Lytton"	"longfiction"	"contemporary"
"njp.32101067630648"	"Bride, Arthur Stanley"			"m"	"uk"	"1804-1867"	1838	1838	1838	2	2	"v.1"	"London;Newman;1838."	"NotFiction"		"Guthrum castle; or, Edrick the Saxon. A tale of the eleventh century"	"longfiction"	"contemporary"
"uc1.$b470336"				"u"			1967	1967	1967	1	1		"New York|Dutton|1967."	"NotFiction"	"Detective and mystery stories"	"Murder in mind; an anthology of mystery stories"	"shortfiction"	"contemporary"
"uc2.ark+=13960=t47p90s15"	"Galt, John"			"u"		"1779-1839."	1832	1832	1832	6	6	"v.1"	"London;H. Colburn and R. Bentley;1832."			"Stanley Buxton;"	"longfiction"	"contemporary"
"uiuo.ark+=13960=t8bg39w1x"	"Siddons, Henry"			"m"	"uk"	"1774-1815"	1806	1806	1806	3	3	"v.1"	"London;Phillips;1806."			"The maid, wife, and widow"	"longfiction"	"contemporary"
"inu.30000077060451"	"Odion-Akhaine, Sylvester"			"m"	"ni"	"1964-"	2000	2000	2000	1	1		"Bariga, Lagos State|Panaf Publishing|c2000."	"Novel"		"Another woman of substance"	"longfiction"	"contemporary"
"uva.x000099740"	"Hamilton, Elizabeth"			"f"	"uk"	"1756?-1816."	1800	1800	1800	14	12	"v.2"	"Bath;Printed by R. Cruttwell for G.G. and J. Robinson, London;1800."	"Fiction|NotFiction"		"Memoirs of modern philosophers"	"longfiction"	"contemporary"
"pst.000020798543"	"Zelazny, Roger | Thomas, Thomas Thurston"			"m"	"us"	"1937-1995 | b. 1948"	1992	1992	1992	1	1		"Riverdale, NY|Baen Books|New York, NY|Distributed by Simon & Schuster|c1992."	"NotFiction"	"Observations|Fiction|Fiction|Astrophysicists"	"Flare"	"longfiction"	"contemporary"
"uc2.ark+=13960=t1ng4gw8m"	"Palmer, Frederick"			"m"	"us"	"1873-1958."	1916	1916	1916	1	1		"New York;A.L. Burt Co.;1916."			"The old blood"	"longfiction"	"contemporary"
"loc.ark+=13960=t0js9z72s"	"Woodward, R. Pitcher (Robert Pitcher)"			"m"			1902	1902	1902	3	3		"New York;I. H. Blanchard co.;1902."	"NotFiction"	"Overland journeys to the Pacific. [from old catalog]"	"On a donkey's hurricane deck;"	"notfiction"	"contemporary"
"nyp.33433076045248"	"Morgan, Jacque Lloyd"			"m"	"us"	"1873-1925"	1910	1910	1910	1	1		"New York;R.F. Fenno & Company;c1910"	"Fiction"	"American fiction"	"The invaders : a story of the ""Hole-in-the-wall"" country"	"longfiction"	"contemporary"
"uiuo.ark+=13960=t66403x8w"				"u"			1863	1863	1863	1	1	"v.2"	"London;Chapman & Hall;1863."			"False positions, or, Sketches of character"	"longfiction"	"contemporary"
"uc2.ark+=13960=t02z13c32"	"Holmes, Mary Jane"			"f"	"us"	"1825-1907."	1879	1879	1879	1	1		"New York;G. W. Carleton and Company, Publishers;1879."			"Forrest house"	"longfiction"	"contemporary"
"mdp.49015002157585"	"Twain, Mark"		"Clemens, Samuel Langhorne"	"m"	"us"	"1835-1910."	1899	1881	1899	21	13	"v.15"	"New York;Harper;c1899-1910"	"NotFiction|Adventure stories|Bibliographies|Fiction|Historical fiction|UnknownGenre"	"Great Britain|Princes|Poor children|Boys|Social classes|American literature|1537-1553|VI|Impostors and imposture|England|Fiction|King of England|Edward|Poor|Lookalikes"	"The prince and the pauper"	"longfiction"	"contemporary"
"uiuo.ark+=13960=t83j40690"	"MacDonald, George"			"m"	"uk"	"1824-1905."	1877	1877	1877	4	4	"v.1"	"London;Hurst and Blackett;1877."	"NotFiction"		"The Marquis of Lossie"	"longfiction"	"contemporary"
"inu.30000110594508"	"Stovell, Sarah"			"f"	"uk"	"b. 1977"	2008	2008	2008	1	1		"London|Snowbooks|c2008."	"Fiction"	"Kent|Boarding school students|England|Fiction|Female friendship|Family secrets"	"Mothernight"	"longfiction"	"contemporary"
"nyp.33433081852992"	"Harben, Will N. (William Nathaniel)"	"Harben, William Nathaniel"		"m"	"us"	"1858-1919."	1902	1902	1902	1	1		"New York;Harper;1902."	"Fiction"		"Abner Daniel : a novel"	"longfiction"	"contemporary"
"pst.000018705881"	"Moorcock, Michael"			"m"	"uk"	"1939-"	1989	1989	1989	1	1		"New York|Ace Books|1989."	"NotFiction"		"The fortress of the pearl : an all-new novel of Elric"	"longfiction"	"contemporary"
"mdp.39015019723181"	"Miller, Harriet (Mann)"	"Miller, Harriet Mann"	"Miller, Olive Thorne"	"f"	"us"	"1831-1918."	1895	1895	1895	2	2		"Boston;New York;Houghton, Mifflin and company;1900."	"NotFiction"	"Birds"	"In nesting time;"	"longfiction"	"contemporary"
"uc1.32106000446028"	"Bower, Ursula Graham"			"f"	"uk"	"1914-1988"	1953	1953	1953	2	2		"New York|Morrow|1953."	"NotFiction"	"Native races|Social life and customs"	"The hidden land; mission to a far corner of India"	"notfiction"	"contemporary"
"mdp.39015030727955"	"Chase, Mary Ellen"			"f"	"us"	"1887-1973."	1934	1934	1934	4	4		"New York|Macmillan|c1934."	"Fiction|NotFiction"		"Mary Peters"	"longfiction"	"contemporary"
"njp.32101064721549"	"Stevens, Sheppard"			"m"	"us"	"1862-1909."	1902	1902	1902	1	1		"Boston;Little, Brown;1902."	"Fiction"		"In the eagle's talon : a romance of the Louisiana Purchase"	"longfiction"	"contemporary"
"mdp.39015060059204"	"Gregory, Patrick (Patrick Bolton)"			"m"	"us"		2004	2004	2004	1	1		"Syracuse, N.Y.|Syracuse University Press|2004."	"Novel|Historical fiction"	"Emigration and immigration|Fiction|Women immigrants|British Americans"	"The daguerreotype : a novel"	"longfiction"	"contemporary"
"mdp.39015008571294"	"Compton-Burnett, I. (Ivy)"			"f"	"uk"	"1884-1969."	1938	1937	1938	3	2		"New York|W. W. Norton & company, inc.|1938."	"Fiction|UnknownGenre"		"Daughters and sons"	"longfiction"	"contemporary"
"mdp.39015011514570"		"Hills, Lawrence Rust"		"m"	"us"	"1924-2008"	1983	1983	1983	1	1		"New York|Viking Press|Penguin Books|1983."	"Bibliographies|Fiction"	"Short stories, American|American fiction|20th century"	"Great Esquire fiction : the finest stories from the first fifty years"	"shortfiction"	"contemporary"
"mdp.39015063946209"	"Quiller-Couch, Arthur Thomas, Sir"			"m"	"uk"	"1863-1944."	1918	1918	1918	2	2		"New York;The Macmillan company;1918."	"Fiction"		"Foe-Farrell; a romance"	"longfiction"	"contemporary"
"nyp.33433069241317"	"Jr. Randall, M"			"m"			1834	1834	1834	1	1		"Stanstead, L.C.;Printed by Walton & Gaylord;1834."	"NotFiction"	"Readers"	"The Canadian reader : designed for the use of schools and families"	"notfiction"	"contemporary"
"nyp.33433074879515"	"Locke, William John"			"m"	"uk"	"1863-1930."	1911	1911	1911	3	3		"New York;John Lane company;1911."	"Fiction"		"The glory of Clementina"	"longfiction"	"contemporary"
"inu.30000055877900"	"Wace"			"u"		"ca. 1100-ca. 1175."	1937	1175	1937	1	1		"London|J. M. Dent & sons, ltd.|New York|E. P. Dutton & co.|1937."	"Bibliographies|NotFiction"	"Arthurian romances|Romances|Translations into English|To 1066|Romances|History"	"Arthurian chronicles"	"poetry"	"reprint"
"mdp.39015000544919"	"Peterson, Brenda"			"f"	"us"	"1950-"	1978	1978	1978	2	2		"New York|Knopf|1978."	"Fiction"		"River of light"	"longfiction"	"contemporary"
"uc2.ark+=13960=t87h1f980"	"Bangs, John Kendrick"			"m"	"us"	"1862-1922."	1897	1897	1897	8	7		"New York;London;Harper;1902, c1897."	"Fiction|NotFiction"	"Doyle, Arthur Conan|Sir|1859-1930"	"The pursuit of the house-boat"	"longfiction"	"contemporary"
"uc1.b4463806"	"Magnuson, James"			"m"	"us"	"b. 1941"	1974	1974	1974	2	2		"New York|McGraw-Hill|1974"	"Fiction"		"Without barbarians"	"longfiction"	"contemporary"
"uc2.ark+=13960=t9z030p6z"	"Neal, Joseph C. (Joseph Clay)"	"Neal, Joseph Clay"		"m"	"us"	"1807-1847."	1846	1837	1846	1	1		"Philadelphia;T. B. Peterson;c1846."			"Charcoal sketches"	"longfiction"	"contemporary"
"dul1.ark+=13960=t3zs3df24"	"De Mille, James"			"m"	"ca"	"1833-1880."	1888	1880	1880	3	2		"New York;Harper & Brothers;1888."	"Fiction|Science fiction"	"Utopias|Science fiction, Canadian|Sea stories|19th century"	"A strange manuscript found in a copper cylinder"	"longfiction"	"contemporary"
"loc.ark+=13960=t2z329j73"	"France, Lewis B"			"m"	"us"	"1833-1907."	1884	1884	1884	2	2		"Denver;Chain, Hardy & co.;1884."	"NotFiction"	"Colorado|Fishing"	"With rod and line in Colorado waters"	"notfiction"	"contemporary"
"uiuo.ark+=13960=t45q5ks5b"	"West"	"West, Jane"		"f"	"uk"	"1758-1852"	1812	1812	1812	3	3	"v.1"	"London;Longman, Hurst, Rees, Orme, and Brown;1812."		"Great Britain|Fiction|History|Civil War, 1642-1649"	"The loyalists"	"longfiction"	"contemporary"
"mdp.39015001980435"	"Kumin, Maxine"			"f"	"us"	"1925-2014"	1974	1974	1974	2	2		"New York|Viking Press|1974"	"NotFiction"		"The designated heir"	"longfiction"	"contemporary"
"mdp.39015050326985"	"Rivera, Beatriz"			"f"	"cu"	"1957-"	2000	2000	2000	1	1		"Houston, Tex.|Arte P�blic"	"Fiction"	"Book clubs (Discussion groups)|Women|Fiction|Female friendship|Cuban American women|Books and reading|Appreciation"	"Playing with light : a novel"	"longfiction"	"contemporary"
"uiuo.ark+=13960=t2891v87m"	"Thomson, Joseph"			"m"	"uk"	"1858-1895."	1888	1888	1888	1	1	"v.2"	"London;Sampson Low, Marston, Searle, & Rivington;1888."			"Ulu"	"longfiction"	"contemporary"
"uc2.ark+=13960=t78s4p26q"	"Merry"			"m"			1868	1868	1868	1	1		"Halifax;W. Nicholson;London;S.D.Ewins;1868."		"English wit and humor"	"The merry companion for all readers"	"notfiction"	"contemporary"
