doc1	auth1	title1	doc2	auth2	title2	authmatch	titlematch	overlap	groundtruth	hasworks	cossim
nyp.33433076037542	thackeray, william makepe	Thackeray's works	nyp.33433076050123	thackeray, william makepe	[Thackeray's works]	1.0	0.9444444444	10.467436794600001	0	1	0.4343887442
uc1.32106011414122	simenon, georges	Maigret and the bum	mdp.39015000512742	simenon, georges	Maigret and the ghost	1.0	0.8	8.665613196499999	0	0	0.4347112752
uva.x001597374	rolt-wheeler, francis	The boy with the U. S. census	nyp.33433082297429	rolt-wheeler, francis	The boy with the U.S. foresters	1.0	0.8333333333	7.177018765900001	0	0	0.4356833266
uc2.ark+=13960=t5h996x5b	fielding, henry	The works of Henry Fielding	mdp.49015002026814	fielding, henry	The works of Henry Fielding ... with the author's preface, a	1.0	0.8709677418999999	14.893539114400001	0	1	0.4363055839
uc1.b3548794	thackeray, william makepe	Works	uc1.b3332081	thackeray, william makepe	[Works]	1.0	0.8333333333	2.7725887222	0	1	0.4382181268
pst.000032182996	alcott, louisa may	Little women	mdp.49015000505918	alcott, louisa may	Little men	1.0	0.9090909091	3.6109179125999997	0	0	0.4390824798
wu.89000659268	thackeray, william makepe	The works of William Makepeace Thackeray	uva.x030581118	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.4392182536
pst.000008915634	alcott, louisa may	Little men	pst.000032182996	alcott, louisa may	Little women	1.0	0.9090909091	3.6109179125999997	0	0	0.4396453179
nyp.33433076058936	thackeray, william makepe	The complete works of William Makepeace Thackeray	nyp.33433076058944	thackeray, william makepe	The complete works of William Makepeace Thackeray	1.0	1.0	24.3330902135	0	1	0.4402993139
mdp.39015056795191	fielding, henry	The history of Tom Jones : a foundling	nyp.33433074913678	fielding, henry	The history of Tom Jones, a foundling	1.0	0.9714285714	23.778522325500003	1	0	0.4403538293
uc2.ark+=13960=t81j97w94	holmes, oliver wendell	The professor at the breakfast-table	mdp.39015022286598	holmes, oliver wendell	The poet at the breakfast-table	1.0	0.8787878788	10.9843091885	0	0	0.4426927088
nyp.33433082297403	rolt-wheeler, francis	The boy with the U. S. survey	nyp.33433082297429	rolt-wheeler, francis	The boy with the U.S. foresters	1.0	0.8	7.177018765900001	0	0	0.4428203057
uc1.b3548785	thackeray, william makepe	Works	uc1.b3548794	thackeray, william makepe	Works	1.0	1.0	2.7725887222	0	1	0.4431291871
mdp.39015059433543	stockton, frank richard	The novels and stories of Frank R. Stockton	wu.89007348568	stockton, frank richard	The novels and stories of Frank Stockton	1.0	0.9142857143	20.6874823777	0	1	0.443581605
njp.32101067187144	thackeray, william makepe	Works	uc1.b3332081	thackeray, william makepe	[Works]	1.0	0.8333333333	2.7725887222	0	1	0.44371889810000004
uc1.b3548792	thackeray, william makepe	Works	uc1.b3332084	thackeray, william makepe	[Works]	1.0	0.8333333333	2.7725887222	0	1	0.4462356438
uva.x030581125	thackeray, william makepe	The works of William Makepeace Thackeray	mdp.39015048881257	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.44766690950000004
nyp.33433074854161	fraser, james baillie	The Highland smugglers	uiuo.ark+=13960=t4qj84t87	fraser, james baillie	The Highland smugglers	1.0	1.0	15.7116060182	1	0	0.44793643590000004
uc1.b3772184	gordimer, nadine	Six feet of the country	pst.000002067452	gordimer, nadine	Six feet of the country	1.0	1.0	18.317514618900002	1	0	0.4484604656
uc1.b3290752	burns, robert	The works of Robert Burns ;	hvd.hwj9y3	burns, robert	The prose works of Robert Burns, with the notes of Currie an	1.0	0.8524590164	17.2244348103	0	1	0.44860919520000003
mdp.39015030745361	holmes, oliver wendell	The autocrat at the breakfast-table	uc2.ark+=13960=t81j97w94	holmes, oliver wendell	The professor at the breakfast-table	1.0	0.8	10.9843091885	0	0	0.44978229810000003
uc2.ark+=13960=t81j97w94	holmes, oliver wendell	The professor at the breakfast-table	wu.89077584530	holmes, oliver wendell	The poet at the breakfast table; he talks with his fellow-bo	1.0	0.8	3.258096538	0	0	0.4499014815
wu.89003382348	thackeray, william makepe	The works of William Makepeace Thackeray	uc1.b3548703	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.45007061530000003
nyp.33433082297403	rolt-wheeler, francis	The boy with the U. S. survey	nyp.33433082284948	rolt-wheeler, francis	The boy with the U.S. fisheries	1.0	0.8333333333	7.177018765900001	0	0	0.4503557829
uiuo.ark+=13960=t1vd7fx9f	ryley, s. w	The Itinerant;	uc2.ark+=13960=t80k29v6f	ryley, s. w	The itinerant;	1.0	1.0	7.9476785713	1	0	0.4506449246
uva.x001867005	thackeray, william makepe	The works of William Makepeace Thackeray	uc1.b3332093	thackeray, william makepe	The works of William Makepeace Thackeray;	1.0	1.0	20.4012645808	0	1	0.4521172813
njp.32101067178127	thackeray, william makepe	The great Hoggarty diamond ; and, The book of snobs	mdp.39015063608098	thackeray, william makepe	The great Hoggarty diamond; Memoirs of Mr. C.J. Yellowplush;	1.0	0.8	20.921455493499998	0	0	0.4538640002
uva.x000595449	thackeray, william makepe	The works of William Makepeace Thackeray	mdp.39015066189013	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.4539022591
mdp.39015055593084	thackeray, william makepe	The works of William Makepeace Thackeray	uc2.ark+=13960=t9q23xm4s	thackeray, william makepe	Complete works of William Makepeace Thackeray in twenty volu	1.0	0.8285714286	20.4012645808	0	1	0.45435460229999997
njp.32101076781705	stockton, frank r. (frank	The novels and stories of Frank R. Stockton	uc2.ark+=13960=t4th8cq9v	stockton, frank r. (frank	The novels and stories of Frank Stockton	1.0	0.9142857143	20.6874823777	0	1	0.45502491030000003
uva.x001597374	rolt-wheeler, francis	The boy with the U. S. census	nyp.33433082297346	rolt-wheeler, francis	The boy with the U.S. life-savers	1.0	0.8064516129000001	7.177018765900001	0	0	0.4558393136
uc2.ark+=13960=t9c53kp8d	crockett, s. r. (samuel r	Love idylls	coo.31924013468602	crockett, s. r. (samuel r	Love idylls	1.0	1.0	11.2050406852	1	0	0.4562587125
wu.89077584530	holmes, oliver wendell	The poet at the breakfast table; he talks with his fellow-bo	loc.ark+=13960=t8z89sz2w	holmes, oliver wendell	The professor at the breakfast-table;	1.0	0.8	3.258096538	0	0	0.4565483789
uc1.b3548704	thackeray, william makepe	The works of William Makepeace Thackeray	mdp.39015066188999	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.462318832
uiuo.ark+=13960=t81k01k7k	ryley, s. w	The Itinerant;	uc2.ark+=13960=t2h70c277	ryley, s. w	The itinerant;	1.0	1.0	7.9476785713	1	0	0.4633232282
mdp.39015056795340	fielding, henry	The history of Tom Jones : a foundling	uc1.b3827559	fielding, henry	The history of Tom Jones, a foundling	1.0	0.9714285714	23.778522325500003	1	0	0.4678417443
mdp.39015014761970	thackeray, william makepe	The works of William Makepeace Thackeray	mdp.39015008300496	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.46913296619999995
mdp.39015022463213	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	mdp.39015022463494	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	1.0	1.0	20.3474351593	0	1	0.46935272289999996
uc1.$b781416	bjørnson, bjørnstjerne	Synnöve Solbakken	inu.39000003781478	bjørnson, bjørnstjerne	Synnv̲ ̌Solbakken	1.0	0.8823529412000001	0.0	1	0	0.469826456
njp.32101076781721	stockton, frank r. (frank	The novels and stories of Frank R. Stockton	njp.32101076781846	stockton, frank r. (frank	The novels and stories of Frank R. Stockton	1.0	1.0	27.4052870727	0	1	0.4700804639
uva.x030581157	thackeray, william makepe	The works of William Makepeace Thackeray	uc1.b3332112	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.4710289931
nyp.33433067298376	thackeray, william makepe	The works of William Makepeace Thackeray	mdp.39015066189153	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.471052005
wu.89000659276	thackeray, william makepe	The works of William Makepeace Thackeray	uc2.ark+=13960=t4sj1gw87	thackeray, william makepe	Complete works of William Makepeace Thackeray in twenty volu	1.0	0.8285714286	20.4012645808	0	1	0.4722783257
inu.39000003781478	bjørnson, bjørnstjerne	Synnv̲ ̌Solbakken	uva.x030805778	bjørnson, bjørnstjerne	Synnöve Solbakken	1.0	0.8571428570999999	0.0	1	0	0.4725468389
njp.32101067187169	thackeray, william makepe	Works	uc1.b3332078	thackeray, william makepe	[Works]	1.0	0.8333333333	2.7725887222	0	1	0.47280951520000003
mdp.39015022463254	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	mdp.39015022463502	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	1.0	1.0	20.3474351593	0	1	0.4750331621
nyp.33433067289391	stockton, frank richard	The novels and stories of Frank R. Stockton	wu.89007348782	stockton, frank richard	The novels and stories of Frank Stockton	1.0	0.9142857143	20.6874823777	0	1	0.475197871
njp.32101067187144	thackeray, william makepe	Works	coo.31924013561620	thackeray, william makepe	[Works]	1.0	0.8333333333	2.7725887222	0	1	0.47549211090000004
uc2.ark+=13960=t5h996x5b	fielding, henry	The works of Henry Fielding	hvd.hn6ent	fielding, henry	The works of Henry Fielding, esq; with the life of the autho	1.0	0.8709677418999999	14.893539114400001	0	1	0.4786148983
wu.89003464799	thackeray, william makepe	The works of William Makepeace Thackeray	wu.89000659078	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.478727685
mdp.39015066189369	thackeray, william makepe	The works of William Makepeace Thackeray	nyp.33433076052954	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.47880206200000003
njp.32101076781804	stockton, frank r. (frank	The novels and stories of Frank R. Stockton	uc2.ark+=13960=t4mk66c6x	stockton, frank r. (frank	The novels and stories of Frank Stockton	1.0	0.9142857143	20.6874823777	0	1	0.4788900455
uva.x030581120	thackeray, william makepe	The works of William Makepeace Thackeray	uc1.b3332113	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.4795703997
mdp.39015003342238	fielding, henry	The works of Henry Fielding	hvd.hn6en4	fielding, henry	The works of Henry Fielding, esq; with the life of the autho	1.0	0.8709677418999999	14.893539114400001	0	1	0.47962881700000004
nyp.33433082297395	rolt-wheeler, francis	The boy with the U.S. trappers	nyp.33433082297403	rolt-wheeler, francis	The boy with the U. S. survey	1.0	0.813559322	7.177018765900001	0	0	0.4798806017
uc2.ark+=13960=t4nk36f03	holmes, oliver wendell	The professor at the breakfast table	nyp.33433074804265	holmes, oliver wendell	The poet at the breakfast-table : he talks with fellow-board	1.0	0.8	3.258096538	0	0	0.4802464154
uva.x030581122	thackeray, william makepe	The works of William Makepeace Thackeray	uc1.b3332095	thackeray, william makepe	The works of William Makepeace Thackeray;	1.0	1.0	20.4012645808	0	1	0.4824781465
mdp.39015032993423	durrell, lawrence	Cefalû : a novel	inu.30000011839374	durrell, lawrence	Clea : a novel	1.0	0.8571428570999999	2.7080502011000003	0	0	0.48262221340000006
uc2.ark+=13960=t4nk36f03	holmes, oliver wendell	The professor at the breakfast table	nyp.33433074815824	holmes, oliver wendell	The poet at the breakfast-table : he talks with his fellow-b	1.0	0.8	3.258096538	0	0	0.4841973117
uva.x004916678	thackeray, william makepe	The works of William Makepeace Thackeray	mdp.39015066189344	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.4874828053
uc1.b3548787	thackeray, william makepe	Works	coo.31924013561588	thackeray, william makepe	[Works]	1.0	0.8333333333	2.7725887222	0	1	0.48971198689999995
nyp.33433076038508	thackeray, william makepe	Thackeray's works	nyp.33433076037641	thackeray, william makepe	Thackeray's works	1.0	1.0	10.467436794600001	0	1	0.4906683919
uc2.ark+=13960=t4nk36f03	holmes, oliver wendell	The professor at the breakfast table	nyp.33433074804182	holmes, oliver wendell	The poet at the breakfast-table : his talks with his fellow-	1.0	0.8	3.258096538	0	0	0.49097681810000005
mdp.49015001283663	fielding, henry	The works of Henry Fielding ... with the author's preface, a	mdp.49015002026806	fielding, henry	The works of Henry Fielding ... with the author's preface, a	1.0	1.0	46.993432704700005	0	1	0.49143906600000004
uc1.b3332104	thackeray, william makepe	The works of William Makepeace Thackeray	uc1.b3332106	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.4924315251
uiuo.ark+=13960=t6640ch5c	ryley, s. w	The Itinerant;	uc2.ark+=13960=t4mk68g3n	ryley, s. w	The itinerant;	1.0	1.0	7.9476785713	1	0	0.4964462793
mdp.39015041829584	holmes, oliver wendell	The poet at the breakfast table	uc2.ark+=13960=t4nk36f03	holmes, oliver wendell	The professor at the breakfast table	1.0	0.8787878788	17.6961976831	0	0	0.4979638959
nyp.33433076052814	thackeray, william makepe	The works of William Makepeace Thackeray	nyp.33433076052913	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.4983691571
inu.39000003781478	bjørnson, bjørnstjerne	Synnv̲ ̌Solbakken	uc2.ark+=13960=t9183cr2v	bjørnson, bjørnstjerne	Synn?_ve Solbakken ;	1.0	0.8333333333	0.0	1	0	0.49883640729999995
uc1.32106008691211	lermontov, mikhail i͡urʹe	A hero of our time : a novel	mdp.39015032581814	lermontov, mikhail i͡urʹe	A hero of our time	1.0	0.8	16.254488445899998	1	0	0.4995422793
uva.x030581135	thackeray, william makepe	The works of William Makepeace Thackeray	mdp.39015063608213	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.5020659121
uc1.b3548788	thackeray, william makepe	Works	coo.31924013561588	thackeray, william makepe	[Works]	1.0	0.8333333333	2.7725887222	0	1	0.5052985918999999
nyp.33433082297395	rolt-wheeler, francis	The boy with the U.S. trappers	nyp.33433084127327	rolt-wheeler, francis	The boy with the U. S. explorers	1.0	0.8387096773999999	7.177018765900001	0	0	0.5104969638
uva.x030581134	thackeray, william makepe	The works of William Makepeace Thackeray	mdp.39015066188924	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.5109786301
mdp.39015031985925	karrik, valerïan vil'i͡am	Still more Russian picture tales	mdp.39015010688482	karrik, valerian vilʹi͡am	More Russian picture tales	0.92	0.8965517241	19.7380677799	0	0	0.5114143049000001
nyp.33433067289342	stockton, frank richard	The novels and stories of Frank R. Stockton	wu.89007348808	stockton, frank richard	The novels and stories of Frank Stockton	1.0	0.9142857143	20.6874823777	0	1	0.5126711722999999
uc2.ark+=13960=t43r0xp2h	bjørnson, bjørnstjerne	Synn?_ve Solbakken	inu.39000003781478	bjørnson, bjørnstjerne	Synnv̲ ̌Solbakken	1.0	0.8571428570999999	0.0	1	0	0.5130239581
njp.32101067187151	thackeray, william makepe	Works	coo.31924013561588	thackeray, william makepe	[Works]	1.0	0.8333333333	2.7725887222	0	1	0.5136821568
mdp.39015031985891	karrik, valerïan vil'i͡am	More Russian picture tales	mdp.39015020822303	karrik, valerïan vilʹi͡am	Still more Russian picture tales	0.96	0.8965517241	19.7380677799	0	0	0.515256471
njp.32101067187136	thackeray, william makepe	Works	uc1.b3332081	thackeray, william makepe	[Works]	1.0	0.8333333333	2.7725887222	0	1	0.5164945086
uva.x030581125	thackeray, william makepe	The works of William Makepeace Thackeray	uc1.b3332093	thackeray, william makepe	The works of William Makepeace Thackeray;	1.0	1.0	20.4012645808	0	1	0.5169270963
mdp.39015020822303	karrik, valerïan vilʹi͡am	Still more Russian picture tales	mdp.39015010688482	karrik, valerian vilʹi͡am	More Russian picture tales	0.96	0.8965517241	19.7380677799	0	0	0.5174456015
nyp.33433082297395	rolt-wheeler, francis	The boy with the U.S. trappers	nyp.33433082297411	rolt-wheeler, francis	The boy with the U. S. Indians	1.0	0.8	7.177018765900001	0	0	0.5193775764999999
uc2.ark+=13960=t6xw4bf84	fielding, henry	The works of Henry Fielding	uva.x030576609	fielding, henry	The works of Henry Fielding, esq., with an essay on his life	1.0	0.8709677418999999	14.893539114400001	0	1	0.5198468071
mdp.39015000674443	marshall, archibald	The claimants	uc2.ark+=13960=t9d50pq0d	marshall, archibald	The Clintons	1.0	0.8	0.0	0	0	0.5271037651
nyp.33433082297395	rolt-wheeler, francis	The boy with the U.S. trappers	nyp.33433082297288	rolt-wheeler, francis	The boy with the U. S. mail	1.0	0.8070175439	7.177018765900001	0	0	0.5277925025
uva.x030581133	thackeray, william makepe	The works of William Makepeace Thackeray	uc1.b3332104	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.5311412759
uc2.ark+=13960=t0dv1dj33	stockton, frank r. (frank	The novels and stories of Frank Stockton	uc2.ark+=13960=t5gb1zq29	stockton, frank r. (frank	The novels and stories of Frank Stockton	1.0	1.0	20.6874823777	0	1	0.5350526857
uc1.b5296851	lermontov, mikhail i︠u︡rʹ	A hero of our time	uc1.32106001594917	lermontov, mikhail i͡urʹe	A hero of our own times	0.92	0.8780487805	12.303244727300001	1	0	0.5356791405
mdp.39015003342105	fielding, henry	The works of Henry Fielding	hvd.hn6enr	fielding, henry	The works of Henry Fielding, esq; with the life of the autho	1.0	0.8709677418999999	14.893539114400001	0	1	0.5361021695
osu.32435019442078	fielding, henry	The history of Tom Jones	mdp.39015056795324	fielding, henry	The history of Tom Jones : a foundling	1.0	0.813559322	15.744539590799999	1	0	0.5365513493
njp.32101062077464	rolt-wheeler, francis	The wonder of war on land	nyp.33433076036692	rolt-wheeler, francis	The wonder of war at sea :	1.0	0.8	11.143165281500002	0	0	0.5365521597
uva.x001201240	thackeray, william makepe	The works of William Makepeace Thackeray	mdp.39015066188924	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.5394260803
mdp.39015056795316	fielding, henry	The history of Tom Jones : a foundling	uc1.b3827558	fielding, henry	The history of Tom Jones, a foundling	1.0	0.9714285714	23.778522325500003	1	0	0.5395958777000001
uva.x030166111	thackeray, william makepe	The works of William Makepeace Thackeray	nyp.33433076052970	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.5401637161999999
mdp.39015056795324	fielding, henry	The history of Tom Jones : a foundling	mdp.39076006602440	fielding, henry	The history of Tom Jones, a foundling	1.0	0.9714285714	23.778522325500003	1	0	0.5403927329
nyp.33433067289391	stockton, frank richard	The novels and stories of Frank R. Stockton	wu.89007348691	stockton, frank richard	The novels and stories of Frank Stockton	1.0	0.9142857143	20.6874823777	0	1	0.5417039545000001
mdp.39015008377387	thackeray, william makepe	The Virginians	pst.000006718893	thackeray, william makepe	The Virgians	1.0	0.9230769231	0.0	1	0	0.5418520699
nyp.33433067289318	stockton, frank richard	The novels and stories of Frank R. Stockton	wu.89007348659	stockton, frank richard	The novels and stories of Frank Stockton	1.0	0.9142857143	20.6874823777	0	1	0.5431148055
mdp.39015048881273	thackeray, william makepe	The works of William Makepeace Thackeray	uc1.b3332101	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.5435010149
mdp.39015056795316	fielding, henry	The history of Tom Jones : a foundling	uc1.b4839418	fielding, henry	The history of Tom Jones, a foundling	1.0	0.9714285714	23.778522325500003	1	0	0.5447695046
mdp.39015056795324	fielding, henry	The history of Tom Jones : a foundling	njp.32101075374635	fielding, henry	The history of Tom Jones : a foundling	1.0	1.0	23.778522325500003	1	0	0.5476697093999999
mdp.39015059433550	stockton, frank richard	The novels and stories of Frank R. Stockton	wu.89007348808	stockton, frank richard	The novels and stories of Frank Stockton	1.0	0.9142857143	20.6874823777	0	1	0.5490532341
uc1.b3548790	thackeray, william makepe	Works	uc1.b3332084	thackeray, william makepe	[Works]	1.0	0.8333333333	2.7725887222	0	1	0.5502128127
uc1.b3332106	thackeray, william makepe	The works of William Makepeace Thackeray	mdp.39015015349999	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.5514483957
mdp.39015059433824	stockton, frank richard	The novels and stories of Frank R. Stockton	wu.89007348790	stockton, frank richard	The novels and stories of Frank Stockton	1.0	0.9142857143	20.6874823777	0	1	0.5547364544
nyp.33433076094006	fielding, henry	The history of Tom Jones.--Vol	mdp.39015056795324	fielding, henry	The history of Tom Jones : a foundling	1.0	0.8	9.6176704067	1	0	0.555436698
nnc1.cu11624604	sylvester, charles herber	Journeys through Bookland : a new and original plan for read	mdp.39015085430091	sylvester, charles herber	Journeys through Bookland; a new and original plan for readi	1.0	0.9714285714	79.6730205167	1	0	0.5566887397
njp.32101067187219	thackeray, william makepe	Works	uc1.b3332082	thackeray, william makepe	[Works]	1.0	0.8333333333	2.7725887222	0	1	0.5575151281
uva.x030581136	thackeray, william makepe	The works of William Makepeace Thackeray	mdp.39015015349999	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.5616956626
nyp.33433076039803	thackeray, william makepe	The works of William Makepeace Thackeray	nyp.33433076052897	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.562265616
nyp.33433082297395	rolt-wheeler, francis	The boy with the U.S. trappers	uva.x001597374	rolt-wheeler, francis	The boy with the U. S. census	1.0	0.813559322	7.177018765900001	0	0	0.5673793697999999
mdp.39015048881257	thackeray, william makepe	The works of William Makepeace Thackeray	nyp.33433076052871	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.5684667012
uc1.b3548791	thackeray, william makepe	Works	coo.31924013561596	thackeray, william makepe	[Works]	1.0	0.8333333333	2.7725887222	0	1	0.5693079018
njp.32101067187169	thackeray, william makepe	Works	coo.31924013561596	thackeray, william makepe	[Works]	1.0	0.8333333333	2.7725887222	0	1	0.5697525461
mdp.39015022463262	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	mdp.39015022463239	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	1.0	1.0	20.3474351593	0	1	0.570134089
njp.32101067187193	thackeray, william makepe	Works	uc1.b3332082	thackeray, william makepe	[Works]	1.0	0.8333333333	2.7725887222	0	1	0.5730049209
uva.x030581128	thackeray, william makepe	The works of William Makepeace Thackeray	uc1.b3332112	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.5759358517000001
mdp.39015022463510	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	mdp.39015022463494	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	1.0	1.0	20.3474351593	0	1	0.5763623356
uva.x004352507	thackeray, william makepe	The works of William Makepeace Thackeray	wu.89000659078	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.5766686753
uc1.b3548787	thackeray, william makepe	Works	uc1.b3332080	thackeray, william makepe	[Works]	1.0	0.8333333333	2.7725887222	0	1	0.5781447270000001
uc1.b3332104	thackeray, william makepe	The works of William Makepeace Thackeray	nyp.33433076052905	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.5788681929999999
nyp.33433082297411	rolt-wheeler, francis	The boy with the U. S. Indians	nyp.33433082284948	rolt-wheeler, francis	The boy with the U.S. fisheries	1.0	0.8196721311	7.177018765900001	0	0	0.5789107281
mdp.39015011815563	thackeray, william makepe	The works of William Makepeace Thackeray	mdp.39015046809136	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.579441676
njp.32101067187151	thackeray, william makepe	Works	uc1.b3332082	thackeray, william makepe	[Works]	1.0	0.8333333333	2.7725887222	0	1	0.5795553095
mdp.39015005903540	thackeray, william makepe	The works of William Makepeace Thackeray	mdp.39015066189070	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.5816584947
mdp.39015022463239	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	uc1.b5209825	bjørnson, bjørnstjerne	The novels of Björnstjerne Björnson	1.0	1.0	20.3474351593	0	1	0.5834589472999999
mdp.39015066189369	thackeray, william makepe	The works of William Makepeace Thackeray	uc2.ark+=13960=t9q23xm4s	thackeray, william makepe	Complete works of William Makepeace Thackeray in twenty volu	1.0	0.8285714286	20.4012645808	0	1	0.5842560515999999
wu.89000658898	thackeray, william makepe	The works of William Makepeace Thackeray	mdp.39015048881265	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.5872829283
uc1.b3548789	thackeray, william makepe	Works	uc1.b3332080	thackeray, william makepe	[Works]	1.0	0.8333333333	2.7725887222	0	1	0.5876079589000001
uva.x030581120	thackeray, william makepe	The works of William Makepeace Thackeray	uva.x000595449	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.5879354737
mdp.39015059433832	stockton, frank richard	The novels and stories of Frank R. Stockton	wu.89007348675	stockton, frank richard	The novels and stories of Frank Stockton	1.0	0.9142857143	20.6874823777	0	1	0.5898660232
uc1.b3548791	thackeray, william makepe	Works	uc1.b3332082	thackeray, william makepe	[Works]	1.0	0.8333333333	2.7725887222	0	1	0.5900626259
mdp.39015066189070	thackeray, william makepe	The works of William Makepeace Thackeray	nyp.33433076052871	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.5908230848
uva.x030581136	thackeray, william makepe	The works of William Makepeace Thackeray	mdp.39015014761970	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.5913962346
mdp.39015059433832	stockton, frank richard	The novels and stories of Frank R. Stockton	wu.89007348592	stockton, frank richard	The novels and stories of Frank Stockton	1.0	0.9142857143	20.6874823777	0	1	0.5938393618
uc1.b4826180	thackeray, william makepe	The works of William Makepeace Thackeray	uva.x030581156	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.5953140138
uc2.ark+=13960=t9q23xm4s	thackeray, william makepe	Complete works of William Makepeace Thackeray in twenty volu	uc1.b3332097	thackeray, william makepe	The works of William Makepeace Thackeray;	1.0	0.8285714286	20.4012645808	0	1	0.5958120819
uva.x030166111	thackeray, william makepe	The works of William Makepeace Thackeray	nyp.33433076039431	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.5963399667
uva.x000680647	fielding, henry	The works of Henry Fielding, complete in one volume : with a	uva.x030576607	fielding, henry	The works of Henry Fielding, esq., with an essay on his life	1.0	0.8571428570999999	17.7267524584	0	1	0.5975341039000001
njp.32101067187193	thackeray, william makepe	Works	coo.31924013561588	thackeray, william makepe	[Works]	1.0	0.8333333333	2.7725887222	0	1	0.602085167
uc1.b3548703	thackeray, william makepe	The works of William Makepeace Thackeray	nyp.33433076039803	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.6023990388
uc1.b3548672	thackeray, william makepe	The complete works of William Makepeace Thackeray	uc2.ark+=13960=t53f4rx9n	thackeray, william makepe	Complete works of William Makepeace Thackeray in twenty volu	1.0	0.8857142856999999	24.3330902135	0	1	0.6050994427
nyp.33433076039472	thackeray, william makepe	The works of William Makepeace Thackeray	nyp.33433076052939	thackeray, william makepe	The works of William Makepeace Thackeray	1.0	1.0	20.4012645808	0	1	0.6069817462
uc1.b3326102	southworth, emma dorothy 	The lost heir	njp.32101007782863	southworth, emma dorothy 	The lost heiress	1.0	0.8965517241	4.6728288345	0	0	0.6105812509
mdp.39015066189328	thackeray, william makepe	The works of William Makepeace Thackeray	uc2.ark+=13960=t4zg6zj0f	thackeray, william makepe	Complete works of William Makepeace Thackeray in twenty volu	1.0	0.8285714286	20.4012645808	0	1	0.612258719
