docid	author	realname	pseudonym	gender	nationality	authordate	inferreddate	firstpub	latestcomp	allcopiesofwork	copiesin25yrs	enumcron	imprint	genres	subjects	shorttitle	category	hathiadvent
hvd.hnn97y	Hood, Thomas			m	uk	1799-1845.	1827	1827	1827	1.0	1.0		London;William H. Ainsworth;1827.			National tales	shortfiction	contemporary
hvd.32044086801834	Tayler, Charles B. (Charles Benjamin)			m	uk	1797-1875.	1828	1828	1828	1.0	1.0		London;Printed for J.A. Hessey;1828.			A fireside book, or, The account of a Christmas spent at Old Court	longfiction	contemporary
nyp.33433061821587	Croker, Thomas Crofton			m	ir	1798-1854.	1825	1825	1825	1.0	1.0	v. 1	London;J. Murray;1825-28.		Scotland|Ireland|Legends|Folklore|Mabinogion	Fairly Legends and Traditions of the South of Ireland	shortfiction	contemporary
mdp.39015064415188	Banim, John			m	ir	1798-1842.	1828	1828	1828	1.0	1.0	v.1	London;H. Colburn;1828.	War stories|Historical fiction	18th century|History|Rebellion of 1798|History, Military	The croppy; a tale of 1798	longfiction	contemporary
uiuo.ark+=13960=t2m623v1p	Lister, T. H. $q (Thomas Henry)	Lister, Thomas Henry		m	uk	1800-1842.	1828	1828	1828	4.0	4.0	v.1	London;Henry Colburn ...;1828.			Herbert Lacy	longfiction	contemporary
nnc1.0036685208	duc de, Lévis, Pierre-Marc-Gaston			m	fr	1764-1830.	1829	1829	1829	1.0	1.0	v.1	New-York;Sold by G. & C. and H. Carvill [and 12 others;1829.			The Carbonaro : Piedmontese tale	longfiction	contemporary
uiuo.ark+=13960=t1bk20n9n	Scargill, William Pitt			m	uk	1787-1836.	1828	1828	1828	1.0	1.0	v.1	London;Hunt and Clarke;1828.			Penelope, or, Love's labour lost	longfiction	contemporary
hvd.hwkd16	Hook, Theodore Edward			m	uk	1788-1841.	1825	1825	1825	1.0	1.0	v.2	Philadelphia;H.C. Carey and I. Lea;1825.			Passion and principle	longfiction	contemporary
uc2.ark+=13960=t25b04r8q	Smith, Horace			m	uk	1779-1849.	1826	1826	1826	2.0	2.0	v.2	London;Colburn;1826.		Great Britain|Commonwealth and Protectorate, 1649-1660|History	Brambletye house	longfiction	contemporary
uiuo.ark+=13960=t7sn0v67t	Cleishbotham, Jedediah		Cleishbotham, Jedediah	u	uk		1825	1825	1825	1.0	1.0	v.2	London;Printed for T. Hookham;1825.			Constancy in the Nineteenth Century|Traditions Respecting Grimmfer the Wizard	longfiction	contemporary
njp.32101066458140	Corbett, M			u			1828	1828	1828	2.0	2.0	v.2	Edinburgh;Printed for Cadell and Co.;1828.			Tales and legends	shortfiction	contemporary
uiuo.ark+=13960=t9j393d7p	Crumpe			u	uk		1829	1829	1829	1.0	1.0	v.1	London;H. Colburn;1829.		Ireland|History|1558-1603	Geraldine of Desmond, or, Ireland in the reign of Elizabeth	longfiction	contemporary
nyp.33433082456348	Rose, Cowper			u	sa		1829	1829	1829	1.0	1.0		London;H. Colburn and R. Bentley;1829.		Description and travel	Four years in southern Africa	longfiction	contemporary
njp.32101068163508				u			1826	1826	1826	2.0	2.0	vol.1	London;Printed for Longman, Rees, Orme, Brown, and Green;1826.			The eccentric traveller	longfiction	contemporary
uiuo.ark+=13960=t5j96f67z	Cathcart			f	uk		1833	1833	1833	1.0	1.0	v.1	London;Longman;1833.			Adelaide;	longfiction	contemporary
uiuo.ark+=13960=t00z7pq4q	Martineau, Harriet			f	uk	1802-1876.	1843	1833	1843	2.0	2.0	v.2	Hartford;S. Andrus and Son;1843.			Berkeley the banker, or bank notes and bullion;	longfiction	contemporary
dul1.ark+=13960=t7rn3x266	Martineau, Harriet			f	uk	1802-1876.	1831	1831	1831	2.0	2.0		London;Printed for Harvey and Darton;1831.		Young women|Selfishness|Generosity|Sisters|Conduct of life|Juvenile fiction|Juvenile literature	Five years of youth, or, Sense and sentiment	longfiction	contemporary
nyp.33433082296223	Mitford, Mary Russell			f		1787-1855,	1830	1830	1830	5.0	2.0	v. 2	London;H. Colburn and R. Bentley;1830.		Social life and customs|19th century|Short stories, American	Stories of American life; by American writers	shortfiction	contemporary
mdp.39015035550246	Edgeworth, Maria			f	uk	1767-1849.	1834	1834	1834	2.0	2.0	v.3	London;R. Bentley;1834.			Helen, a tale	longfiction	contemporary
nyp.33433081595013	Miss Pardoe, (Julia)			f	uk	1806-1862.	1833	1833	1833	2.0	2.0	v.2	London;Saunders and Otley;1833.		Portugal|Description and travel|Legends	Traits and traditions of Portugal collected during a residence in that country	longfiction	contemporary
inu.32000004490787	Martineau, Harriet			f	uk	1802-1876.	1834	1834	1834	2.0	2.0		London;C. Fox;1824.			Illustrations of taxation	longfiction	contemporary
nyp.33433075762652	Trollope, Frances Milton			f	uk	1779-1863.	1832	1832	1832	2.5	2.5	v. 2	London;Whittaker, Treacher;1832.			The refugee in America: a novel	longfiction	contemporary
uiuo.ark+=13960=t4sj1vq72	Gore	Gore, Catherine Grace Frances		f	uk	1798-1861.	1830	1830	1830	1.0	1.0	v.3	London;H. Colburn and R. Bentley;1830.			The manners of the day	longfiction	contemporary
uiuo.ark+=13960=t06w9mr29	Blessington, Marguerite, Countess of	Gardiner, Marguerite		f	ir	1789-1849.	1833	1833	1833	1.0	1.0	v.3	London;Richard Bentley;1833.			Grace Cassidy, or, The repealers	longfiction	contemporary
umn.31951002377644r	comtesse de, Genlis, Stéphanie Félicité	Comtesse de Genlis, Stéphanie Félicité du Crest de Saint-Aubin	Madame de Genlis	f	fr	1746-1830.	1846	1830	1830	1.0	1.0		Boston;United States Pub. Co.;1846.			Alphonso and Dalinda, or, The magic of art and nature : a romance	longfiction	contemporary
nyp.33433074868120	Hofland, (Barbara), Mrs	Hofland, Barbara		f	uk	1770-1844.	1830	1830	1830	2.0	2.0		New York;W. B. Gilley;1830;(New York?;G. L. Austin, Printers)		English fiction|Comanche Indians|Indian captivities	The stolen boy: a story, founded on facts	longfiction	contemporary
uiuo.ark+=13960=t6sx6t75n	Loudon, Margracia			f	uk		1830	1830	1830	2.0	2.0	v.1	London;Saunders & Otley;1830.			First love	longfiction	contemporary
hvd.32044058243072	Countess of, Blessington, Marguerite	Blessington, Marguerite, Countess		f	ir	1789-1849.	1834	1834	1834	1.0	1.0	v.1	London;R. Bently;1834.		History|1800-1848	Grace Cassidy; or, The repealers. A novel	longfiction	contemporary
mdp.39015012363308		MacFarlane, Charles		m	uk	1799-1858	1830	1830	1830	1.0	1.0	v.46	London;Printed for Colburn and Bentley;1830?		English fiction	The New British novelist; comprising works by the most popular and fashionable writers of the present day	longfiction	contemporary
uc1.b3575554	Godwin, William			m	uk	1756-1836.	1833	1833	1833	2.0	2.0	v.2	London;R. Bentley;1833.		823G54D	Deloraine	longfiction	contemporary
nyp.33433074942685	Johnston, Algernon Sidney			m	us	1801-1853.	1832	1832	1832	2.0	2.0		Columbia, S. C.;Telescope Off.;1832.			Memoirs of a nullifier	longfiction	contemporary
uiuo.ark+=13960=t6c25fv7d	Moore, Oliver			m	uk		1831	1831	1831	1.0	1.0	v.1	London;Cochrane and Pickersgill;1831.			The staff officer	longfiction	contemporary
nyp.33433067293880	Edgeworth, Maria			m	ir	1767-1849.	1832	1832	1832	1.0	1.0	v. 11-12	New York;Printed and published by J. & J. Harper;1832-1834.			Tales and novels	longfiction	contemporary
uva.x000529713	Hugo, Victor			m	fr	1802-1885.	1887	1831	1885	1.0	1.0	V.4	Boston;Little, Brown;1887-94			Romances	longfiction	reprint
nyp.33433082352042	baron de, Lamothe-Langon, Etienne-Léon			m	fr	1786-1864.	1830	1830	1830	2.0	1.0	v. 1	London;Whittaker, Treacher, and Arnot;1830-31.		comtesse|Du Barry, Jeanne Bécu|Du Barry, Jeanne Bécu|1743-1793|Court and courtiers	Memoirs of Madame Du Barri	longfiction	contemporary
uc1.$b358650	Lytton, Edward Bulwer Lytton, Baron			m	uk	1803-1873.	1852	1833	1852	1.0	1.0	v. 1	London;New York;G. Routledge;1852?			; Devereux. Godolphin	longfiction	contemporary
hvd.hwkagd	Grattan, Thomas Colley			m	ir	1792-1864.	1831	1831	1831	1.0	1.0	v.2	New York;J. & J. Harper;1831.			Jacqueline of Holland : a historical tale	longfiction	contemporary
uc1.$b358655	Lytton, Edward Bulwer Lytton, Baron			m	uk	1803-1873.	1852	1832	1852	1.0	1.0	v. 6	London;New York;G. Routledge;1852?			Eugene Aram	longfiction	contemporary
mdp.39015058691026	Bryant, William Cullen			m	us	1794-1878,	1832	1832	1832	1.3333333333	1.3333333333	copy 2	New York;J. & J. Harper;1832.			Tales of Glauber-Spa	shortfiction	contemporary
mdp.39015062686400	Sterling, John			m	uk	1805-1844	1832	1832	1832	2.0	2.0	v.2	London;E. Wilson;1832.			Fitzgeorge : a novel	longfiction	contemporary
nyp.33433074888862	Lister, T. H. $q (Thomas Henry)	Lister, Thomas Henry		m	uk	1800-1842.	1832	1832	1832	2.5	2.5	v. 1	New York;Harper;1832.			Arlington. A novel	longfiction	contemporary
nyp.33433075830962	Kock, Paul de	Kock, Charles Paul de		m	fr	1793-1871.	1833	1833	1833	1.0	1.0	v. 2	Philadelphia;Carey, Lea and Blanchard;1833.			The modern Cymon	longfiction	contemporary
uiuo.ark+=13960=t5h99sm6t				u			1831	1831	1831	1.0	1.0	v.2	London;Henry Colburn and Richard Bentley ...;1831.			Wedded life in the upper ranks	longfiction	contemporary
mdp.39015059376197				u	uk		1830	1830	1830	1.0	1.0	v.29	London;Printed for Colburn and Bentley;1830?		English fiction	The Incognito	longfiction	contemporary
hvd.32044086801974				u			1831	1831	1831	1.0	1.0	1	New York;Harper;1831.			The club-book	shortfiction	contemporary
njp.32101074942507				u	uk		1832	1832	1832	1.0	1.0	v. 1	London;Fisher, Son, and Jackson;1832.			"Richard of York; or, ""The white rose of England"""	longfiction	contemporary
uiuo.ark+=13960=t44q88r9x	Gore	Gore, Catherine Grace Frances		f	uk	1798-1861	1838	1838	1838	1.0	1.0	v.3	London;H. Colburn;1838.			The heir of Selwood, or, Three epochs of a life	longfiction	contemporary
inu.32000009648280	Green, Frances H. (Frances Harriet)	McDougall, Frances Harriet Whipple Green		f	us	1805-1878.	1842	1839	1842	1.0	1.0		Providence [R.I.;Printed by B.T. Albro;1842.	Juvenile audience	Blacks|Eldridge, Elleanor|1784-1845?|Biography	Elleanor's second book	longfiction	contemporary
uiuo.ark+=13960=t7qn6pk7b		St. John, Lady Isabella Frances		f	uk	1792-1875	1836	1836	1836	1.0	1.0	v.2	London;R. Bentley;1836.			Mrs. Cleveland, and the St. Clairs, &c	shortfiction	contemporary
nyp.33433076029788	Sedgwick, Catharine Maria			f	us	1789-1867.	1835	1835	1835	4.5	3.5	v. 2	New York;Published by Harper & Brothers;1835.	Bibliographies	Domestic fiction|Revolution, 1775-1783|History|American loyalists	"The Linwoods : or, ""Sixty years since"" in America"	longfiction	contemporary
nyp.33433074878236	Lee, Hannah Farnham Sawyer			f		1780-1865.	1839	1839	1839	2.0	2.0		Cambridge;J. Owen;1839.			Rosanna; or, Scenes in Boston.  A story	longfiction	contemporary
mdp.39015062237170	Mme.] [Pisani, Marianna	Pissani, Marianna		f			1836	1836	1836	1.0	1.0		London;R. Bentley;1836.			Vandeleur; or, Animal magnetism. A novel	longfiction	contemporary
uc1.$b305452	Bremer, Fredrika			f	sw	1801-1865.	1843	1839	1843	1.0	1.0	v. 2	London;Longman, Brown, Green, and Longmans;1843.			The home	longfiction	contemporary
nyp.33433074940614		Douglas, Mathilda		f	us		1835	1835	1835	1.0	1.0	v. 2	New-York;Harper & brothers;1835.		Colonial period, ca. 1600-1775|History	Blackbeard. A page from the colonial history of Philadelphia	longfiction	contemporary
uiuo.ark+=13960=t4dn4qr64	Pardoe			f	uk	1806-1862.	1839	1839	1839	1.0	1.0	v.1	London;H. Colburn;1839.			The romance of the harem	longfiction	contemporary
nyp.33433075747141	Oliver, N. W			f			1835	1835	1835	1.0	1.0		Worcester, [Mass.;C. Harris;1835.	Juvenile audience		Sephora : a Hebrew tale, descriptive of the country of Palestine, and of the manners and customs of the ancient Israelites	longfiction	contemporary
hvd.hn5dn6	Lee, Hannah Farnham Sawyer			f	us	1780-1865.	1837	1837	1837	2.0	2.0		Boston;Whipple and Damrell;1837.			The contrast : or, Modes of education	longfiction	contemporary
uiuo.ark+=13960=t66408j7j	Martineau, Harriet			f	uk	1802-1876.	1841	1839	1841	1.0	1.0	v.1	London;E. Moxon;1841.		1743-1803|Toussaint Louverture	The hour and the man	longfiction	contemporary
nnc1.cu58483284	Burney, Sarah Harriet			f	uk	1772-1844.	1840	1839	1840	1.0	1.0	v.1	Philadelphia;Lee & Blanchard;1840.			The renunciation : A romance of private life	longfiction	contemporary
uiuo.ark+=13960=t5j96rh1t	Pickering, Ellen			f	uk	1801-1843.	1839	1839	1839	2.0	2.0	v.2	London;T. & W. Boone;1839.			The fright	longfiction	contemporary
njp.32101064790742	Stepney, Catherine Pollock Manners, Lady			f	uk	1778-1845.	1838	1838	1838	1.0	1.0	vol.1	London;H. Colburn;1838.			The courtier's daughter	longfiction	contemporary
nyp.33433074938121	Lytton, Rosina Bulwer Lytton, Baroness			f	uk	1802-1882.	1839	1839	1839	3.0	3.0	v. 1	New York;Harper & Bros.;1839.		Lytton, Edward Bulwer Lytton|1803-1873|Baron	Cheveley : or, The man of honour	longfiction	contemporary
hvd.32044090309790	Coleridge, Sara Coleridge	Coleridge, Sara		f	uk	1802-1852.	1839	1837	1839	1.0	1.0	v.2	New York;S. Colman;1839.			Phantasmion: prince of Palmland	longfiction	contemporary
uiuo.ark+=13960=t71v63h97	Pardoe, Julia			f	uk	1806-1862.	1839	1839	1839	1.0	1.0	v.3	London;H. Colburn;1839.			The romance of the harem	longfiction	contemporary
uc1.b3581552	Mitford, Mary Russell			f	uk	1787-1855.	1837	1837	1837	3.0	3.0		London;Saunders and Otley;1873.			Country stories	shortfiction	contemporary
mdp.39015071190998	Gilman, Chandler Robbins			m	us	1802-1865.	1836	1836	1836	2.0	2.0	v.1	New-York;G. Dearborn;1836.		Indians of North America|Great Lakes (North America)|Legends|Folklore|Great Lakes	Life on the Lakes: being tales and sketches collected during a trip to the pictured rocks of lake Superior	shortfiction	contemporary
njp.32101068165867	Chamier, Frederick			m	uk	1796-1870.	1837	1837	1837	3.0	3.0	vol.2	London;Bentley;1837.			Walsingham, the gamester	longfiction	contemporary
uiuo.ark+=13960=t85h81m7m	James, G. P. R. (George Payne Rainsford)			m	uk	1799-1860.	1836	1836	1836	2.3333333333	2.3333333333	v.2	London;Saunders and Otley;1836.			The desultory man	longfiction	contemporary
uc1.$b303173	Irving, John Treat			m	us	1812-1906.	1835	1835	1835	4.0	3.0	v.2	London;J. Murray;1835.	Bibliographies	Kansas|Indians of North America|Pawnee Indians|Nebraska	Indian sketches, taken during an expedition to the Pawnee and other tribes of American Indians	longfiction	contemporary
uc2.ark+=13960=t6xw4dp26	James, G. P. R. (George Payne Rainsford)			m	uk	1801?-1860.	1844	1838	1844	1.0	1.0	v.08	London;Smith, Elder and Co.;1844-49.			The Robber	longfiction	contemporary
uc2.ark+=13960=t2p55g671	Lytton, Edward Bulwer Lytton, Baron	Bulwer-Lytton, Edward		m	uk	1803-1873.	1835	1835	1835	3.0	3.0	v.003	London;Saunders and Otley;1835.		d. 1354|Rienzo, Cola di	Rienzi	longfiction	contemporary
njp.32101064794389	Maxwell, W. H. (William Hamilton)	Maxwell, William Hamilton		m	ir	1792-1850.	1838	1838	1838	2.0	2.0		London;Bentley;1838.			Wild sports of the west. With legendary tales, and local sketches	longfiction	contemporary
mdp.39015063617586	Hook, Theodore Edward			m	uk	1788-1841.	1842	1839	1839	1.0	1.0		London;R. Bentley; [etc., etc.;1842.			All in the wrong; or, Births, deaths, and marriages	longfiction	contemporary
nyp.33433076072762	Ware, William			m	us	1797-1852.	1838	1838	1838	6.0	4.0		New York;C. S. Francis;1838.		History|Aurelian, 270-275|History	Probus; or, Rome in the third century	longfiction	contemporary
uc2.ark+=13960=t9z030p6z	Neal, Joseph C. (Joseph Clay)	Neal, Joseph Clay		m	us	1807-1847.	1846	1837	1846	1.0	1.0		Philadelphia;T. B. Peterson;c1846.			Charcoal sketches	longfiction	contemporary
nyp.33433076022676	Spring, Samuel			m	us		1836	1836	1836	1.0	1.0	v. 1	New York;Harper & Brothers;1836.		ca. 763-809|Ha?ru	Giafar al Barmeki, a tale of the court of Haroun al Raschid	longfiction	contemporary
uiuo.ark+=13960=t2697sc0d	Stephens, George			m	uk	1800-1851.	1835	1835	1835	1.0	1.0	v.2	London;Smith, Elder;1835.			The Manuscripts of Erdély	longfiction	contemporary
njp.32101066459312	Gleig, G. R. (George Robert)			m	uk	1796-1888.	1837	1837	1837	2.0	2.0	v.2	London;H. Colburn;1837.		English literature	The Hussar	longfiction	contemporary
njp.32101020529507	Arnim, Bettina von			m	de	1785-1859.	1838	1838	1838	1.0	1.0		Berlin;Trowitzsch;1838.			The diary of a child	longfiction	contemporary
uc2.ark+=13960=t7np1zc9r	Joseph, E. L	Joseph, Edward Lanzer		m	tr	1792-1838.	1838	1838	1838	1.0	1.0	v.2	London;Saunders and Otley;1838.			Warner Arundell	longfiction	contemporary
wu.89099755175	James, G. P. R. (George Payne Rainsford)	James, George Payne Rainsford		m	uk	1801?-1860.	1838	1838	1838	2.0	1.0		London;Parry & Co.;1838			The last of the fairies	longfiction	contemporary
njp.32101068154408	Longfellow, Henry Wadsworth			m	us	1807-1882.	1866	1839	1866	1.0	1.0	vol. 2	Boston;Ticknor & Fields;1866.			Hyperion	longfiction	reprint
njp.32101066122126	Grant, James Gregor			m	uk	d. 1875	1838	1838	1838	1.0	1.0	v.2	London;Saunders & Otley;1838.			Rufus, or, The red king : a romance	longfiction	contemporary
njp.32101064791153	Thomas, Frederick W. (Frederick William)	Thomas, Frederick William	1867-1956	m	uk	1806-1866.	1836	1836	1836	1.0	1.0	vol. 2	Philadelphia;Carey, Lea, & Blanchard;1836.			East and west.: A novel	longfiction	contemporary
uc1.b3322471				u			1839	1839	1839	1.0	1.0	v. 1	London;H. Cunningham;1839.			Castle Martyr : or, A tale of old Ireland	longfiction	contemporary
hvd.32044088987615			The Author	u			1837	1837	1837	1.0	1.0		Boston;Otis, Broaders & Co., Cassady & March;1837.		Temperance	Three experiments in drinking, or, Three eras in the life of an inebriate	longfiction	contemporary
uc2.ark+=13960=t3610x82j				u			1836	1836	1836	1.0	1.0	v.3	London;R. Bentley;1836.			Adventures of Bilberry Thurland	longfiction	contemporary
hvd.hn1q45				u			1839	1839	1839	1.0	1.0	v.1	Philadelphia;Lea & Blanchard;1839.			Concealment: a novel	longfiction	contemporary
hvd.hnnzq4	Beasley			u			1836	1836	1836	1.0	1.0	v.1	Philadelphia;Carey, Lea & Blanchard;1836.			Violet Woodville; or, The danseuse: a portraiture of human passions and characters	longfiction	contemporary
uiuo.ark+=13960=t8df7873r	Lytton, Rosina Bulwer Lytton, Baroness			f	uk	1802-1882	1843	1843	1843	1.0	1.0	v.2	London;E. Bull;1843.		1548-1587|Grand-Duchess, consort of Franceso Maria de' Medici, Grand-Duke of Tuscany|Bianca	Bianca Capello	longfiction	contemporary
nnc1.1000448850	Bunbury, Selina			f	uk	1802-1882.	1847	1844	1847	1.0	1.0	v.1	London;Parry, Blenkarn and Co. [etc.;1847.		Description and travel	Rides in the Pyrenees	longfiction	contemporary
hvd.32044004799219	Bunbury, Selina			f	uk	1802-1882.	1843	1843	1843	1.0	1.0		London;Willoughby;1843?		History|James I, 1603-1625	Coombe abbey An historical tale of the reign of James the First	longfiction	contemporary
uc2.ark+=13960=t3vt1hq0n	Gilman, Caroline (Howard)	Gilman, Caroline Howard		f	us	1794-1888.	1840	1840	1840	1.0	1.0		New York;Harper & brothers;1840.			Love's progress	longfiction	contemporary
njp.32101064710914	Pickering, Ellen			f	uk	1801-1843	1840	1840	1840	1.0	1.0	vol.2	London;T. & W. Boone;1840.			The quiet husband	longfiction	contemporary
uiuo.ark+=13960=t86h4zc21	Grey	Grey, Elizabeth Caroline		f	uk	1798-1869	1841	1841	1841	1.0	1.0	v.2	Lond.;Saunders and Otley;1841.		823G8693L	The little wife;	longfiction	contemporary
wu.89098875719	Green, Frances H. (Frances Harriet)	McDougall, Frances Harriet Whipple Green		f	us	1805-1878.	1843	1843	1843	1.0	1.0		Providence;Printed by B.T. Albro;1843.	Slave narratives	Eldridge, Elleanor|African American women|1784-1845?|Biography	Memoirs of Elleanor Eldridge	longfiction	contemporary
hvd.hnp18q	Calabrella, E. C. de			f	uk	1788-1856	1842	1842	1842	1.0	1.0	v.1	London;T. Miller;1842.			The tempter and the tempted	longfiction	contemporary
hvd.hnp4qx	baroness, Lytton, Rosina Wheeler Bulwer-Lytton	Bulwer Lytton, Baroness Rosina Wheeler		f	uk	1802-1882.	1841	1841	1841	1.0	1.0	v.1	London;T.& W. Boone;1841.			The prince-duke and the page; a historical novel	longfiction	contemporary
uiuo.ark+=13960=t3vt2953t	Stone	Stone, Elizabeth		f	uk		1842	1842	1842	1.0	1.0	v.2	London;Richard Bentley;1842.			William Langshawe, the Cotton Lord	longfiction	contemporary
njp.32101064710591	Pickering, Ellen			f	uk	1801-1843	1844	1840	1843	1.0	1.0	vol.1	S.l.;s.n.;184-?			Who shall be heir?	longfiction	contemporary
uiuo.ark+=13960=t0ms4c84w	Steward, Isabella Travers			f			1840	1840	1840	1.0	1.0	v.1	London;Boone;1840.			The interdict	longfiction	contemporary
uiuo.ark+=13960=t22b9d63x	Gore	Gore, Catherine Grace Frances		f	uk	1798-1861.	1842	1842	1842	2.0	2.0	v.3	London;R. Bentley;1842.		Bookplate|Yellowback books|Specimens|Graff, James H|Provenance	The ambassador's wife	longfiction	contemporary
uc2.ark+=13960=t3st7kz1r	Hofland	Hofland, Barbara		f	uk	1770-1844.	1850	1844	1850	1.0	1.0		London;A. Hall, Virtue;185-?			Patience;	longfiction	contemporary
hvd.hwjt4e	Ellis, Sarah Stickney			f	uk	1812-1872.	1842	1842	1842	2.0	2.0		New York;D. Appleton & Co.;1842.			Somerville Hall : or, Hints to those who would make home happy	longfiction	contemporary
nyp.33433074878640	Lever, Charles James			m	ir	1806-1872.	1844	1844	1844	8.0	3.0	v. 1	London;H. Colburn;1844.		English fiction	Arthur O'Leary : his wanderings and ponderings in many lands	longfiction	contemporary
inu.32000000646036	Sue, Eugène			m	fr	1804-1857.	1844	1844	1844	1.0	1.0	v.3-4	London;Chapman and Hall;1844-1845.			The wandering Jew	longfiction	contemporary
uc2.ark+=13960=t3707zj06	Lytton, Edward Bulwer Lytton, Baron			m	uk	1803-1873.	1859	1841	1859	1.0	1.0	v.18	Edinburgh;London;W. Blackwood and Sons;1859-1874.			Novels of Sir Edward Bulwer Lytton	longfiction	contemporary
uiuo.ark+=13960=t9z03qj2x	Ollier, Charles			m	uk	1788-1859.	1842	1842	1842	1.0	1.0	v.1	London;Richard Bentley;1842.			Ferrers	longfiction	contemporary
uc2.ark+=13960=t74t6gp9m	Cushing, Paul			m	uk	1854-1919	1840	1840	1840	1.0	1.0	v.2	Edinburgh;W. Blackwood;1840.			The bull i' th' thorn	longfiction	contemporary
nyp.33433076016843	Cooper, James Fenimore			m	us	1789-1851.	1859	1842	1851	1.0	1.0	v. 30	New York;W. A. Townsend;1859-1861.			The Wing-and-Wing	longfiction	contemporary
uiuo.ark+=13960=t1jh3z86d	Griffin, Gerald			m	ir	1803-1840.	1842	1840	1840	1.0	1.0	v.1	London;Maxwell and Co.;1842.		823G87TA	Talis qualis, or, Tales of the jury room	shortfiction	contemporary
nyp.33433082207170	Foulke, Joseph			m	us	ca 1786-1863.	1844	1844	1844	1.0	1.0		Philadelphia;T. E. Chapman;New York;Baker & Crane;1844.		1757-1841|Ritter, Jacob|Biography|Quakers	Memoirs of Jacob Ritter / a faithful minister in the Society of Friends	longfiction	contemporary
uiuo.ark+=13960=t6c25g95p	James, G. P. R. (George Payne Rainsford)	James, George Payne Rainsford		m	uk	1799-1860.	1844	1844	1844	2.0	2.0	v.2	London;R. Bentley;1844.		1575-1615|History|James I, 1603-1625|Lady|Stuart, Arabella	Arabella Stuart	longfiction	contemporary
wu.89088299805	Lover, Samuel			m	ir	1797-1868.	1854	1841	1854	9.0	2.0		Philadelphia;Coates;1854?	Bibliographies	English literature|Social life and customs|19th century	Handy Andy : a tale of Irish life	longfiction	contemporary
uiuo.ark+=13960=t5fb5pp94	Rowcroft, Charles			m	uk	1798-1856.	1843	1843	1843	2.0	2.0	v.2	London;Saunders & Otley;1843.		Tasmania|Frontier and pioneer life|Australia	Tales of the colonies, or, The adventures of an emigrant	shortfiction	contemporary
uc1.b3123706	Ingraham, J. H. (Joseph Holt)			m	us	1809-1860.	1840	1840	1840	1.0	1.0	v.1	London;A.K. Newman and co.;1840.			Kyd the buccanier; or, The wizard of the sea. A romance	longfiction	contemporary
nyp.33433067303812	Mills, John			m	uk	-approximately 1885.	1844	1844	1844	1.0	1.0	v. 3	London;Saunders and Otley;1844.			The English fireside : a tale of the past	longfiction	contemporary
mdp.39015063925013	pseud. Mouldy, Malachi			m			1844	1844	1844	1.0	1.0	v.2	n. p.;1844.			Stonehenge; or, The Romans in Britain, a romance or the days of Nero	longfiction	contemporary
inu.30000112141985	Simms, William Gilmore			m	us	1806-1870.	1841	1841	1841	8.0	3.0		London;John Cunningham;1841.		Revolution, 1775-1783|History|American fiction|History	The kinsmen: or The Black Riders of Congaree. A tale	longfiction	contemporary
nnc1.1002393476				u	uk		1842	1842	1842	1.0	1.0	v.2	London;1842.			Trevor Hastinges; or, The battle of Tewkesbury;	longfiction	contemporary
uc2.ark+=13960=t37080958				u			1840	1840	1840	2.0	2.0		London;W.M. Clark;1840?			Deveril the cracksman; or, The autobiography of a thief	longfiction	contemporary
nyp.33433074930110	Brontë, Charlotte		Bell, Currer	f	uk	1816-1855.	1849	1849	1849	7.0	2.0	v. 2	Leipzig;B. Tauchnitz;1849.	Novel	English fiction	Shirley : a tale	longfiction	contemporary
nyp.33433074895958	Martineau, Harriet			f	uk	1802-1876.	1846	1846	1846	3.0	3.0		London;C. Knight & co.;1846.		English fiction	The billow and the rock : a tale	longfiction	contemporary
nyp.33433076055486	Mitford, Mary Russell			f	uk	1787-1855.	1846	1846	1846	1.0	1.0		Philadelphia;Crissy & Markley;1846			The works of Mary Russell Mitford : prose and verse, viz. Our village, Belford Regis, Country stories, Finden's tableaux, Foscari, Julian, Rienzi, Charles the First	shortfiction	contemporary
nyp.33433076066939	Knight, Helen C. (Helen Cross)	Knight, Helen Cross		f		1814-1906.	1846	1846	1846	1.0	1.0		Philadelphia;American Sunday-school Union;1846.			City cousins : a sequel to Annie Sherwood	longfiction	contemporary
uc2.ark+=13960=t53f4p02b	Balzac, Honoré de			f	fr	1799-1850	1898	1847	1898	1.0	1.0		Philadelphia;Gebbie Publishing Co.;1898.			The poor parents and Cousin Pons	longfiction	reprint
uc2.ark+=13960=t0ns0rq5j	Fullerton, Georgiana Charlotte Seveson-Gower, Lady			f	uk	1812-1885	1847	1847	1847	3.0	2.0	v.3	London;E. Moxon;1847.			Grantley Manor	longfiction	contemporary
uc2.ark+=13960=t01z43536	Costello, Louisa Stuart			f		1799-1870.	1848	1848	1848	1.0	1.0	v.2	London;R. Bentley;1848.			Clara Fane, or, The contracts of a life	longfiction	contemporary
uiuo.ark+=13960=t75t49798	Wallace, Ellen			f	uk		1848	1848	1848	1.0	1.0	v.2	London;Bentley;1848.			Mr. Warrenne, the medical practitioner	longfiction	contemporary
uiuo.ark+=13960=t5r790q9k	Wallace, Ellen			f	uk		1848	1848	1848	1.0	1.0	v.1	London;Bentley;1848.			Mr. Warrenne, the medical practitioner	longfiction	contemporary
