docid	allwords	stanfordwords
wu.89098868185	86427	4966
uiuo.ark+=13960=t6xw5180p	62412	4022
uiuo.ark+=13960=t25b0gf8t	34169	1589
nyp.33433074946900	31516	1017
uiuo.ark+=13960=t6k07mn67	62081	2494
uc2.ark+=13960=t2p55ds9s	27562	1203
nyp.33433074835400	121286	4214
nyp.33433006640944	24023	1413
njp.32101064789710	140474	8235
loc.ark+=13960=t2q534284	37260	1850
nyp.33433075852818	68732	2238
uiuo.ark+=13960=t10p1mf8g	53610	2042
uc1.$b248026	109433	4907
uiuo.ark+=13960=t3611jj8v	73741	3564
uiuo.ark+=13960=t0gt62d3b	50427	2490
uva.x030736396	42919	2075
uiuo.ark+=13960=t83j40690	71999	2965
nyp.33433082222088	640389	17345
uiuo.ark+=13960=t99604q44	66746	2429
nyp.33433074856646	57395	2379
uc1.b3325334	36983	1937
uiuo.ark+=13960=t5t72p82m	74908	3711
njp.32101065705137	213533	10864
mdp.39015063959723	56406	1998
uiuo.ark+=13960=t3tt55j0g	130211	4656
uiuo.ark+=13960=t9280xx79	54318	2774
nnc1.1002220156	200131	8774
mdp.39015071422854	43750	1904
uiuo.ark+=13960=t2p55w88c	63348	3552
uiuo.ark+=13960=t7kp88t2z	63704	1905
nyp.33433075818801	135176	6150
nc01.ark+=13960=t2d79c553	64502	2628
njp.32101067178770	229059	8383
uc2.ark+=13960=t1hh6cn83	104225	4608
uc2.ark+=13960=t0vq2sk6k	74087	4115
uiuo.ark+=13960=t0tq6f05j	81566	3418
nyp.33433076023427	131016	6296
nnc1.1002163250	101529	2318
njp.32101067303071	191261	11579
uc2.ark+=13960=t1vd71h0r	122302	7125
inu.32000002882670	260090	11290
uc2.ark+=13960=t12n5208t	102809	4176
uiuo.ark+=13960=t63495d32	76388	2919
uiuo.ark+=13960=t49p3jr9j	56341	2063
nyp.33433084129984	92683	4337
uiuo.ark+=13960=t3611j83v	54803	2592
uc2.ark+=13960=t6542jv7b	81047	3440
uc2.ark+=13960=t7zk58f5q	134375	5976
mdp.39015063955465	166562	8169
uva.x004828348	51646	2243
uc2.ark+=13960=t8tb19n0h	69877	4418
uc1.b3048114	270496	9923
uiuo.ark+=13960=t4sj2464k	67982	2660
uiuo.ark+=13960=t9c53x143	54463	2392
uiuo.ark+=13960=t8df77x6r	48622	1826
wu.89058111618	61908	2241
wu.89098877244	80999	4246
uiuo.ark+=13960=t9f47xn9c	47466	2232
nyp.33433082524962	15754	801
nyp.33433075762306	94708	5625
njp.32101068168945	120517	5551
loc.ark+=13960=t2z329j73	47113	2997
uc2.ark+=13960=t7gq6s478	62603	4407
njp.32101066459015	37355	1166
mdp.39015012190651	85566	3715
mdp.49015002157585	85960	4320
uc2.ark+=13960=t5n87622t	141619	5190
nnc1.1002204371	73919	3567
mdp.39015059433006	104974	4747
uc2.ark+=13960=t71v5d644	163219	6051
uc2.ark+=13960=t7mp50w55	132777	5113
mdp.39015063170917	60239	3035
nnc1.cu58328041	103133	3493
mdp.39015030744984	51734	2223
uc2.ark+=13960=t7rn33f47	244317	10586
uiuo.ark+=13960=t9h427g45	75828	5967
umn.31951p005426620	56825	2028
mdp.39015033419766	124951	4970
mdp.39015063542172	53373	1845
wu.89098878499	58527	2297
nyp.33433061753012	158437	8040
uiuo.ark+=13960=t7mp5kr2z	47394	1833
mdp.39015034252612	38601	1944
uc2.ark+=13960=t9m32qt03	69278	2609
mdp.39015033665715	73123	2848
uiuo.ark+=13960=t8ff3q63g	95264	3915
uiuo.ark+=13960=t49p3f891	75898	4871
uc2.ark+=13960=t2g739p3c	77831	4956
uc1.b3322034	44109	1969
njp.32101065835371	112894	4624
mdp.49015000940776	67785	3141
wu.89098013311	73515	2627
uiuo.ark+=13960=t04x5jz3v	55243	1938
loc.ark+=13960=t47p9gx27	66040	2484
nyp.33433075727960	119131	5984
uiuo.ark+=13960=t0jt08879	67856	3130
nc01.ark+=13960=t02z1vc0q	143069	5719
uiuo.ark+=13960=t70v8tn4r	60856	2870
uc2.ark+=13960=t7vm49d1s	170977	7313
uc1.b3325717	72092	3007
nyp.33433010974719	66063	4237
njp.32101068174737	71231	3970
uc2.ark+=13960=t0tq61j48	70023	3903
uc2.ark+=13960=t2n58dq5s	79746	4159
uiuo.ark+=13960=t8tb1rt9g	49066	2741
wu.89098014749	50165	1791
uc1.b4102976	77947	3171
njp.32101076479813	170529	7764
mdp.39015005354504	110125	5802
uc1.b3327086	66871	3474
mdp.39015067153810	123028	4757
mdp.39015005422327	368775	19902
uc2.ark+=13960=t06w98k3d	68965	4770
uc1.b3561869	112365	6669
nyp.33433074902408	38571	1573
uiuo.ark+=13960=t40s0339r	62629	2748
uiuo.ark+=13960=t9g44zz14	55766	2157
uc2.ark+=13960=t2b854867	17297	1011
mdp.39015066186332	77603	4003
nyp.33433076049216	68764	3508
uc2.ark+=13960=t3804z59s	67839	2874
uiuo.ark+=13960=t2891v87m	74942	3704
uc1.b3327330	48274	1710
uc2.ark+=13960=t3nv9cb9x	46051	2694
njp.32101067644748	59296	2268
wu.89062856570		
loc.ark+=13960=t31266p0b	148722	8136
uc2.ark+=13960=t5n874t8r	151279	5223
uc2.ark+=13960=t5bc3xz0x	121359	5210
njp.32101047683477	50436	3470
loc.ark+=13960=t6j10qn99	15515	911
nyp.33433006216364	163655	9726
nyp.33433075766737	74069	3527
uc1.31822027130145	113345	5941
njp.32101065603001	57502	1917
uiuo.ark+=13960=t10p1n63b	55459	2476
coo.31924013204718	66336	2829
nc01.ark+=13960=t89g6fd33	142010	7282
coo.31924013452887	57485	2843
nyp.33433075818439	66932	2609
nyp.33433076045297	141212	7228
nyp.33433076067085	43557	2268
nyp.33433075765663	60157	2875
mdp.39015063961513	89207	3726
uiuo.ark+=13960=t9m333839	51217	2065
uc1.$b251508	146557	8459
uc2.ark+=13960=t9t14wd16	55909	2645
wu.89104490842	137088	6036
coo.31924013487735	68330	4049
nyp.33433075861835	44671	2490
uiuo.ark+=13960=t3bz6g32r	97699	4260
uc2.ark+=13960=t58c9t94r	101386	4084
uc2.ark+=13960=t6nz82z9r	32354	1819
uc1.b4104577	67446	4011
uc2.ark+=13960=t5cc0zr38	55424	3091
nyp.33433076074990	38538	2212
nyp.33433074929849	59629	2963
uva.x004391567	58055	2597
uiuo.ark+=13960=t3cz3vq12	49968	1444
nyp.33433075786222	80603	5376
nc01.ark+=13960=t2t44984x	80185	4301
uc2.ark+=13960=t0pr7mx0s	70819	3670
uc1.b3336986	162091	7780
uiuo.ark+=13960=t13n2j187	51693	1986
mdp.39015063915493	63500	3379
mdp.39015070464147	7927	277
nnc1.1002155460	87949	5355
uc1.b3332046	95999	4758
loc.ark+=13960=t9086t312	61160	1326
njp.32101062729072	38680	2542
nyp.33433034410963	174628	8095
uc2.ark+=13960=t51g0v51c	135853	6371
nyp.33433075861728	110801	4671
nyp.33433082361951	100269	5595
nyp.33433082285945	61578	3454
uiuo.ark+=13960=t1pg28m9k	40051	2613
uc1.b3325125	78139	3665
nyp.33433084128879	67140	2894
nyp.33433075765705	77655	3919
mdp.39015063923570	127622	5515
uc1.$b317729	92932	3266
uc2.ark+=13960=t74t6mg3p	19878	1090
mdp.39015063924248	58008	2089
nyp.33433074870399	53334	2185
uc1.b3239725	104040	4638
nyp.33433067277339	269023	13143
njp.32101071988149	59283	1980
mdp.39015019723181	66790	4179
uc1.$b119856	38869	2176
nyp.33433076090517	79871	6060
uc2.ark+=13960=fk6639kj41	105143	5993
mdp.39015025926380	25695	1601
uc2.ark+=13960=t95719c5p	66570	4075
nyp.33433076051964	68863	3692
uc2.ark+=13960=t3513vb6c	76400	3421
uc2.ark+=13960=t53f4n79f	57526	3322
nyp.33433074968391	49746	2722
uc2.ark+=13960=t7dr2r26p	46834	2383
nyp.33433076061971	72679	3075
nyp.33433074871272	35509	1868
uc1.$b112594	181008	7837
uva.x001085974	58235	2883
uc1.b4102275	176165	9788
nyp.33433074848452	67729	3348
uva.x004385162	87636	4367
wu.89098012545	68047	3876
uc1.$b249750	57747	2662
mdp.39015065462932	105404	3544
uc2.ark+=13960=t3qv3kf93	101719	3921
nyp.33433076053309	165392	9272
uva.x000682621	163582	9265
uva.x000664921	106594	5481
mdp.39015073480777	167642	7372
nyp.33433076082019	61108	4261
wu.89001039791	110592	6481
nyp.33433074870720	61033	4552
nyp.33433075872204	33983	1905
uc2.ark+=13960=t3dz04t5t	109575	4442
mdp.39015063953916	19850	1243
nyp.33433074855069	86227	4651
mdp.39015060438713	62086	2857
uc1.$b249229	74061	3633
inu.32000009261134	155278	10364
uc2.ark+=13960=t3bz61h8n	151160	6824
uc2.ark+=13960=t2697641q	137138	6771
mdp.39015009345805	137995	4206
nyp.33433074843347	45649	2389
nyp.33433081963146	60088	3640
njp.32101066458215	260663	10845
nyp.33433082300280	96461	5963
nyp.33433074871561	46728	2805
mdp.39015062996734	119838	6511
nyp.33433074862370	78283	4865
njp.32101066164730	85823	4551
uc2.ark+=13960=t3vt1jg1d	77926	4266
uc2.ark+=13960=t7pn8xw86	185859	9243
uc2.ark+=13960=t8kd1s16n	45033	2305
nyp.33433074959820	88880	4234
uc2.ark+=13960=fk3nv99f7f	14548	918
uva.x030788093	70246	2385
uc2.ark+=13960=t1cj88k0z	53730	2206
mdp.39015063536331	162180	9332
nnc1.1002185504	92666	4540
nc01.ark+=13960=t28925t0h	198841	12759
loc.ark+=13960=t0js9z72s	144145	8225
uc2.ark+=13960=t7dr2q88x	56084	3653
uiuo.ark+=13960=t29898z05	4462	147
uc2.ark+=13960=t7cr5nx2j	12153	861
uc1.b3546952	183589	10662
uc2.ark+=13960=t9m32pt34	103211	5287
nyp.33433074940473	73979	3384
uva.x002122780	93696	5808
uc2.ark+=13960=t3416vj6w	142435	6943
uc2.ark+=13960=t3bz6218s	58363	3623
uc1.b3810812	31134	1972
uc2.ark+=13960=t5m904803	209419	11713
mdp.39015030767803	212089	8612
uc2.ark+=13960=t1ng4h02g	95317	3892
njp.32101079836282	11453	594
uva.x030788126	63141	2580
loc.ark+=13960=t3jw97s1n	30660	1037
nyp.33433075968358	66309	2436
mdp.39015063544459	48774	3319
nyp.33433074812458	90479	6174
uc2.ark+=13960=t2m61cq1t	46514	1992
nc01.ark+=13960=t9z034v7b	79865	4670
uc1.b3561913	76753	4549
coo.31924014391860	1936	150
nc01.ark+=13960=t2x35sr01	76037	3132
uc2.ark+=13960=t2891f63t	53862	2415
uc2.ark+=13960=t9t14xh4d	47631	2374
nyp.33433074958525	9784	352
mdp.39015005021582	93623	3664
nyp.33433074873286	125062	6995
uc1.$b242857	120142	9714
nyp.33433074939418	119815	4908
uva.x030750899	173094	9071
dul1.ark+=13960=t9g45ch9h	87194	6049
uc2.ark+=13960=t11n8096w	94766	3793
nyp.33433074793831	97028	4481
loc.ark+=13960=t81j9wc5b	6704	223
uc2.ark+=13960=t1rf5km87	4603	259
uva.x030748828	148174	8615
uc2.ark+=13960=t2988432w	96540	7094
uc2.ark+=13960=t7kp7zc3h	88726	3152
inu.30000010414385	10267	654
uc2.ark+=13960=t5p846g0d	75441	4446
uc1.31158001376481	55810	3247
uc2.ark+=13960=t9862cj28	64948	2151
nyp.33433076059850	86811	4668
uc2.ark+=13960=t1rf5nw94	58186	1690
uc2.ark+=13960=t56d5rj0b	123957	7615
nc01.ark+=13960=t0bv8m80k	57448	4126
uc2.ark+=13960=t1ng4jr18	22520	1777
nyp.33433074835434	68216	2898
nyp.33433074929682	119175	5789
nyp.33433074863162	44672	1966
uc2.ark+=13960=t9p26xq9c	33836	2783
uc2.ark+=13960=t3ws8jc3n	9936	539
nyp.33433076051691	28707	1853
nyp.33433076046840	44563	2260
uc2.ark+=13960=t4zg6j18m	80118	5175
uc2.ark+=13960=t2794284g	76858	3516
uc2.ark+=13960=t1ng4pv37	160283	7498
inu.39000005912279	38711	2435
mdp.39015049418752	19812	1167
mdp.39015059371602	87197	3636
nyp.33433074864665	52431	2826
nyp.33433075744981	151895	7525
loc.ark+=13960=t9q24h56b	38766	1990
nyp.33433074879515	129758	6569
njp.32101066109917	72136	5070
uc2.ark+=13960=t52f7k62m	58830	4001
nyp.33433076045248	120852	6489
uva.x030743258	73625	4199
uc2.ark+=13960=t11n8091g	89986	6182
uva.x030557421	78124	4834
uc2.ark+=13960=t21c1w684	98538	4206
mdp.39015067875818	96848	6727
nyp.33433076094485	75033	3583
uc2.ark+=13960=t21c1v37w	119218	10735
mdp.39015049744967	184462	12943
uc2.ark+=13960=t1sf2qf1f	64751	3719
uva.x001850551	57905	3101
loc.ark+=13960=t4wh36v99	32996	1735
njp.32101062081037	64744	2923
mdp.49015000587163	195139	12437
nyp.33433082300058	85678	4459
mdp.39015011955427	39993	2819
mdp.39015086885897	54903	3130
nyp.33433082300892	29956	1524
mdp.39076002790082	67679	3825
uc2.ark+=13960=t0ht2hx56	113496	4911
uc2.ark+=13960=t4rj4bm6v	149844	7052
nyp.33433082345905	67407	3082
uc2.ark+=13960=t74t6hp34	8954	372
mdp.39076002154875	22772	1133
uc2.ark+=13960=t56d5t850	55622	2997
nyp.33433076073802	77058	3397
nyp.33433076059728	84340	5519
nyp.33433082529482	63493	3770
nyp.33433076038847	87297	6445
uc2.ark+=13960=t4fn1393k	86075	5103
nyp.33433076044340	54312	2737
nyp.33433074814975	6890	364
uc2.ark+=13960=t6vx0f650	71934	5185
nyp.33433082524152	79530	5388
nyp.33433076094618	123899	6530
uc2.ark+=13960=t4pk09h5t	206316	11747
uc2.ark+=13960=t9r20td03	45218	2226
uc2.ark+=13960=t3dz04t88	58051	2812
nyp.33433082486014	79154	4721
mdp.39015008526686	125739	7290
nyp.33433082171160	46630	3251
nyp.33433074864434	57058	3224
umn.31951002139557e	73160	4144
loc.ark+=13960=t87h28463	60285	2774
njp.32101068167491	24640	1626
nyp.33433074851936	78148	4943
uc1.b3834643	134095	7602
uc2.ark+=13960=t4rj4988x	62733	4131
uc2.ark+=13960=t1kh0h31j	44484	2224
uc2.ark+=13960=t1ng4gw8m	104534	6219
uc2.ark+=13960=t6n011r00	81473	6244
nyp.33433074928775	84023	4393
uc2.ark+=13960=t46q1vv6t	57159	4359
uiuo.ark+=13960=t04x6dh7p	6959	520
loc.ark+=13960=t5cc1gw63	8324	447
nyp.33433082529953	54124	2562
uc1.b4041084	109653	5353
nyp.33433074856836	84146	4452
mdp.39015031311270	82454	3995
pst.000029585403	106269	7173
uc2.ark+=13960=t48p5x45j	92052	7313
mdp.39015063914355	93533	3941
mdp.39015019187809	41628	3122
uc2.ark+=13960=t6n011p3j	111874	5497
uc1.$b103181	112440	9737
njp.32101076515384	29973	1889
nyp.33433074843255	134879	8279
mdp.39015006955945	53811	3381
mdp.39015004990050	58298	3927
nc01.ark+=13960=t1gj09x17	134606	6485
nyp.33433076068067	83592	6382
mdp.39015071555471	96770	5620
uc2.ark+=13960=t7pn92073	146323	11139
mdp.39015062378909	65033	4873
nyp.33433074810908	119093	4940
loc.ark+=13960=t2d805x4x	9437	575
osu.32435059299925	66425	4940
mdp.39015030706777	145466	6753
umn.319510020851165	91124	5409
mdp.39015067068505	118107	5957
uc1.32106011160972	103904	7280
mdp.39015066648810	63268	3897
uc1.$b703967	62053	3401
aeu.ark+=13960=t22c08w6m	107395	4965
uc1.$b312438	95535	4908
osu.32435053068557	100281	7640
uc2.ark+=13960=t85h7f036	98371	7826
wu.89015458359	96198	3804
mdp.39015013497311	76430	2309
uc1.32106007238014	75038	5309
mdp.39015062654598	875	50
mdp.39015063963261	81829	4949
wu.89098879935	39292	3223
mdp.39015003680504	37340	2517
mdp.39015003940841	94036	3652
mdp.39015063524527	11252	815
osu.32435052534187	129000	7004
osu.32435060262698	15006	863
uc1.32106001996534	133119	8586
uc1.32106014453721	201039	9908
inu.30000041676812	88494	4391
uc1.$b312370	97087	4794
mdp.39076002170442	7215	607
uc1.b3688262	61268	4435
uc1.$b244956	76979	3940
pst.000005343812	39402	1779
mdp.39015048903887	65116	4504
uc1.b4572861	84972	6390
uc1.$b301043	69572	5172
mdp.39015063535556	75955	3763
uc1.$b102148	9597	378
uc1.$b243356	108494	6105
uc1.b3727197	110332	7205
pst.000045746857	102031	4502
mdp.39015063544467	137084	8978
mdp.39015014777000	92149	4627
mdp.39015050694564	87742	4683
uc1.b3148398	75759	3479
inu.30000035052244	84299	5066
uc1.$b244080	81190	6521
mdp.39015033398812	65917	3792
mdp.39015030017753	135607	9988
mdp.39015011404749	72740	3957
uc1.b3607831	145612	8039
uc1.$b702262	69725	3590
mdp.39015001153629	84190	4121
mdp.39015030727955	117729	6467
mdp.39015059423916	86831	5087
mdp.39015010768078	23569	1919
umn.31951000888300t	6478	438
osu.32435000204768	90875	3880
pst.000003895573	170698	7975
uc1.$b243695	21755	1717
pst.000015218490	82108	3987
mdp.39015002753161	64721	3860
mdp.39015066058044	120145	6838
umn.319510020490650	130589	9571
mdp.39015016441019	166085	8311
mdp.39015012063759	2493	128
mdp.39015063945649	62851	2946
pst.000005340675	82721	3922
mdp.39015024390315	122348	8701
coo.31924014518355	472858	25588
mdp.39015030948247	62911	3168
mdp.39015059418353	80969	5470
uc1.b3710877	80225	4521
osu.32435000824573	99700	6113
inu.30000061601567	138488	9466
uc1.$b104487	183286	8925
uc1.b3727928	103375	5671
pst.000005343997	106589	6074
osu.32435010203289	95584	5261
uc1.$b662534	167216	8614
mdp.39015030704863	115541	8025
uc1.b3727985	105881	5338
uc1.$b242586	82113	4460
uc1.$b106026	154220	10126
mdp.39015005672269	73514	5758
inu.32000005543857	80060	6641
mdp.39015014583051	37013	2585
mdp.39015003740944	636865	37312
mdp.39015073446323	134849	9423
mdp.39015008571294	118488	4288
mdp.39015063945508	151155	7726
uc1.b3796907	166175	8851
uc1.$b323501	80409	4360
uc1.$b267544	38680	3949
uc1.$b56309	145237	9238
uc1.$b74561	134250	6550
mdp.39015063959889	92015	6990
mdp.39015063942786	73969	3962
mdp.39015002243486	111350	7856
mdp.39015001802845	27613	1428
uc1.$b104986	155242	9446
mdp.39015056687810	182995	11458
uc1.$b56302	79372	5266
mdp.39015063540085	54484	3595
uc1.$b496835	142265	9161
inu.32000009191745	39730	3072
wu.89099327637	92468	4629
uc1.$b244821	62574	3511
uc1.$b298798	59221	4062
uc1.$b312815	222186	18405
mdp.39015003976217	192395	10108
uc1.$b323021	89351	7673
wu.89090070707	8731	532
mdp.39015033366603	91357	6668
uc1.$b102387	144345	9928
uc1.b3810814	143910	9043
coo.31924002382871	152128	10612
uc1.$b56750	97709	7381
mdp.39015020921808	192924	14839
uc1.b4091440	48096	2455
uc1.$b769368	54160	3000
uc1.b3639376	47369	3211
uc1.b3338160	67280	4908
uc1.$b473613	84661	4255
uc1.$b111806	111682	6853
osu.32435066780131	65647	4294
uc1.$b56572	290535	20580
umn.31951002079614b	81530	5628
osu.32435066781501	74119	3530
uc1.$b57011	92678	5720
uc1.$b63869	61162	5392
uc1.$b117324	87213	5992
uc1.b3116810	82943	4577
uc1.$b105427	116989	5492
uc1.b4098426	22706	1947
mdp.39015039379998	60581	4210
uc1.b3116636	77975	3651
mdp.39015005775120	82667	6935
uc1.$b57088	174742	9849
wu.89100334630	129044	6950
uc1.$b87216	254783	14327
uc1.$b300883	71424	5753
wu.89092952837	75068	6261
inu.32000014442067	64125	3175
uc1.$b318498	70059	5323
pst.000004786672	71237	7734
mdp.39015059771025	39837	3271
mdp.39015063025087	115811	4429
uc1.$b63994	99455	4004
uc1.b4098786	65701	4905
mdp.39015010702044	30350	1433
mdp.39015000550437	143375	5666
wu.89098987142	52699	1906
wu.89017612011	70526	4912
uc1.$b244084	142879	11601
mdp.39015022217015	191629	17050
mdp.39015033010151	82910	5430
uc1.$b803582	93256	6130
uc1.b3688384	146368	6448
mdp.39015000550791	112474	4749
mdp.39015019985244	29317	2310
wu.89065273369	78832	4647
osu.32435067907899	65798	3730
uc1.b3545567	192405	14507
mdp.39015024086509	24654	1739
mdp.39015019374266	63727	3775
mdp.39015007047585	98298	6354
pst.000006466640	22509	1316
uc1.$b301045	89011	5235
uc1.$b3181	65364	3686
umn.31951002102922y	67326	4193
mdp.39015059389943	148988	8721
mdp.39015021714012	79625	4106
uc1.$b106417	133996	6994
uc1.$b259847	46911	2320
uc1.$b87044	127891	5415
uc1.$b101743	159743	8791
mdp.39076002271778	42089	2548
mdp.39015030741972	128949	7711
mdp.39076002244478	21100	1437
mdp.39076002196686	43039	2028
mdp.39015008631494	167714	9777
mdp.49015002389782	123086	7901
uc1.b4220529	116987	8163
mdp.39015048717410	82797	5620
umn.319510008901568	64479	4238
mdp.39015030618444	35174	2240
uc1.b3346167	78364	7056
uc1.$b87003	210427	15042
uc1.$b56970	133273	9688
uc1.$b63779	94563	5561
inu.39000002943509	59437	1694
uc1.$b116695	104486	8064
pst.000022698933	180775	12594
uc1.b4411111	94026	6910
mdp.39015063525896	84509	4617
uc1.32106002149000	47030	2705
uc1.$b136780	65379	6997
uc1.32106002091053	93676	6438
mdp.39015000626559	140858	8208
osu.32435058030768	95850	7474
mdp.39015035319808	244010	11572
miun.aje0708.0011.001	78228	4039
uc1.b3687408	158639	13070
mdp.39015009200117	52839	3170
mdp.39015063522307	51136	2546
uc1.$b299828	107682	7387
uc1.$b104405	93883	6473
uc1.$b85964	150427	7390
wu.89099916918	70566	3468
wu.89095807715	284951	14761
pst.000005716418	62884	3244
osu.32435004561866	127673	5224
mdp.39076006766518	39022	1786
mdp.39015003345900	84958	5276
mdp.39015031693701	28597	1029
uc1.b4390776	159714	7842
uc1.$b101946	240225	17135
uc1.$b104884	129458	9074
uc1.$b86997	196812	10914
mdp.39015027551335	62915	4351
uc1.32106000446028	99088	7342
uc1.$b101592	138100	12813
mdp.39015018605686	66231	4429
mdp.39015016732102	140149	7242
mdp.39015002725656	173662	11568
uc1.b4098261	38031	2371
mdp.39015000540933	79959	7835
uc1.32106005499782	320969	21400
uc1.$b104509	51501	3214
uc1.$b102210	66799	3692
mdp.39015024087515	74540	4280
mdp.39015020072008	44881	3212
mdp.39015014859345	147045	7193
mdp.39076002598642	76381	4966
mdp.49015001400168	43950	3145
mdp.39015016445978	151106	7570
uc1.$b236200	95135	6356
uc1.$b322954	96065	4410
pst.000058017623	104770	7732
pst.000021269554	19752	1426
mdp.39015031325965	83701	3449
mdp.39076002560766	98288	7917
uc1.$b63289	129833	7019
mdp.39015065449871	90219	3879
mdp.39015071202348	85348	5514
uc1.b3346770	77781	5151
uc1.$b286513	147006	8783
mdp.49015001334144	41144	2024
mdp.49015001330217	247892	15296
uc1.$b162834	74745	5858
uc1.$b104018	34923	1510
uc1.b3346087	107103	9390
mdp.39015037837096	86134	5149
mdp.39015014137262	97403	5946
mdp.39015051324393	63720	5020
mdp.39015053584218	107845	7486
uc1.$b556174	104641	6477
uc1.$b787098	82852	4534
uc1.$b746092	116412	9198
uc1.$b245304	88192	7104
umn.31951002081816x	106213	6189
uc1.$b155513	69050	4009
uc1.$b56602	157428	10364
mdp.39015066063937	155815	8149
wu.89099302457	128423	10090
mdp.39015029573493	251179	9403
mdp.39015030700747	121131	5736
uc1.$b103846	146638	8116
mdp.39015000545643	107331	5767
mdp.39015016452453	104639	7506
mdp.39015016450325	80540	5037
uc1.$b105875	141562	12033
uc1.$b301854	94400	4565
pst.000004786689	87287	6700
pst.000021382758	212399	11736
mdp.49015000893496	29378	1983
osu.32435017977026	100720	7284
uc1.$b34045	56736	3498
mdp.39015028549890	92729	6077
mdp.39015016414438	151218	6244
mdp.39015005665032	83300	2180
inu.32000003474824	154278	8422
inu.39000005799817	18090	933
uc1.b3861627	102298	8138
mdp.39015002742560	109944	7470
uc1.$b548783	82130	4237
mdp.39076006981612	54617	4674
mdp.39076002365786	68986	3840
mdp.39015014138930	64670	4441
uc1.b4393863	108289	5173
uc1.$b703452	72385	3967
mdp.39015053616655	191837	11562
mdp.39015024079116	50784	2556
mdp.39015063837564	48264	2576
mdp.39015014538360	26631	1213
mdp.39015000540891	50645	3627
osu.32435069549608	181829	9663
mdp.39015013763522	365677	20169
uc1.b3462013	71925	3771
mdp.39015014138690	123253	6843
mdp.39015039714467	101212	4311
uc1.$b450622		
mdp.39015016435284	127816	9821
uc1.$b104493	130716	9887
mdp.39015005382133	206855	15602
mdp.39015069577073	33391	1864
pst.000005752546	145491	7968
pst.000045753022	403013	28259
mdp.39015042099278	94153	5798
uc1.$b242644	116614	5312
mdp.39015050558405	99025	4536
mdp.39015010757964	93337	7647
uc1.b3835558	91379	8415
pst.000063969283	54730	3466
mdp.39015048890522	126460	8794
uc1.32106014453283	328148	21391
mdp.39015029146803	125588	5740
umn.31951002038955e	100501	4449
uc1.b3189834	15625	1309
pst.000063969689	42411	2901
pst.000007801778	11594	895
mdp.39015003676734	67034	3605
mdp.39015006565108	34416	2491
uc1.b4358712	87105	5428
inu.39000000391446	111871	8319
uc1.$b106327	195661	15722
uc1.$b111291	37950	3050
mdp.39015034346216	37144	3495
mdp.39015031598389	107278	6224
uc1.32106000245727	124871	6399
mdp.39015014860459	91132	8175
mdp.39015016454582	56717	3685
uc1.b3868721	69444	5059
uc1.32106001693115	97808	7373
pst.000005729135	170485	8238
mdp.39015000576945	67175	3964
mdp.39015016452966	131123	6282
uc1.b4084772	91979	6945
mdp.39015031933875	72582	4007
uc1.32106019128773	99867	8280
uiug.30112104348153	18229	487
mdp.39076005945360	22500	387
uc1.32106005476566	32186	1540
mdp.39015005003499	87188	5559
uc1.$b404102	124606	8742
mdp.39015050141590	32187	2113
uc1.b4588945	66622	4959
uc1.b4439664	56026	3911
uc1.$b800550	108115	10106
uc1.$b474117	71071	5694
uc1.$b451271		
pst.000027670989	119368	8039
mdp.39015057013693	49998	2900
mdp.39015033493647	50350	3541
mdp.39015023989935	54770	3182
uc1.b3347055	82410	4013
mdp.39015014541208	61296	4545
mdp.39015016446083	105141	5655
mdp.39015013004612	187720	14762
mdp.39015072819769	100889	4104
uc1.$b146870	88222	4828
mdp.39015030850492	40802	2674
inu.30000112856103	73103	4140
mdp.39015001980435	60308	3691
mdp.39015000219561	142719	6572
uc1.b3688166	139791	11329
mdp.39015011560284	35297	1984
inu.39000005897868	29722	2145
mdp.39015010682279	129395	7437
mdp.39015003350058	52504	4041
mdp.39015058727135	158194	8560
mdp.39015061469394	62026	4732
uc1.b3435555	93083	4578
uc1.32106019239273	75275	4629
mdp.39015043798431	57339	4642
mdp.39015031308128	70277	4122
uc1.b3435563	107795	7718
uc1.b4463806	62565	5048
uc1.32106005276909	115522	6557
mdp.39015024077201	81378	4471
mdp.39015007424461	4638	310
uc1.b4087540	104209	7735
mdp.39015031242285	73281	6137
mdp.39015013970796	83101	5231
uc1.b4462499	154485	12850
mdp.39015059720808	78001	6880
uc1.b4353938	194155	13184
mdp.39015019150161	116369	9869
mdp.39015003341198	65179	4070
mdp.39015008639851	75400	4703
mdp.39015012117514	57046	3844
mdp.39015008839428	30049	2057
mdp.39015008995378	120854	7858
uc1.32106005158453	16174	1257
mdp.39015034656440	109966	5800
inu.39000003642282	34976	1765
uc1.b4463842	72506	4109
mdp.39015000544919	108242	8934
pst.000012691623	63124	6132
uc1.32106002176599	67722	3699
mdp.39015032394960	93322	5258
uc1.32106002189600	27331	2102
mdp.39015047597136	95660	5668
inu.32000009559560	82904	4328
mdp.39015000235500	68955	3657
mdp.39015014552411	160341	9035
mdp.39015030699642	97425	5580
inu.39000002220668	83302	6964
mdp.39015031232757	74647	5256
mdp.39015030849932	125821	9818
mdp.39015011369454	129617	9228
mdp.39015010209073	57002	4029
mdp.39015005729267	44531	2368
mdp.39015013100972	84873	5576
uc1.b3170103	104553	5415
mdp.39015011506170	76871	4737
mdp.39015030743572	104392	8359
uc1.32106005145641	56267	3553
mdp.39015024290028	56854	3401
uc1.b4446963	51341	3044
